,cod_com,cod_prov,cod_reg,den_com,den_prov,den_reg,pop,sigla,std,median
1396,10048,10,7,Rezzoaglio,Genova,Liguria,950,GE,0.08891831730016757,0.2810402512550354
1397,10049,10,7,Ronco Scrivia,Genova,Liguria,4211,GE,0.05754000827753115,0.4748101383447647
1398,10050,10,7,Rondanina,Genova,Liguria,61,GE,0.04427995615082965,0.22888816893100739
1399,10051,10,7,Rossiglione,Genova,Liguria,2635,GE,0.07706572057813375,0.390323281288147
1400,10052,10,7,Rovegno,Genova,Liguria,503,GE,0.08947904445230905,0.27555930614471436
1401,10053,10,7,San Colombano Certenoli,Genova,Liguria,2615,GE,0.07095731315117056,0.43000370264053345
1402,10054,10,7,Santa Margherita Ligure,Genova,Liguria,8906,GE,0.05221056188646879,0.6522589325904846
1403,10055,10,7,Sant'Olcese,Genova,Liguria,5746,GE,0.0740187259147095,0.5581434965133667
1404,10056,10,7,Santo Stefano d'Aveto,Genova,Liguria,1058,GE,0.12118825683417599,0.37113675475120544
1405,10057,10,7,Savignone,Genova,Liguria,3068,GE,0.05413922219009316,0.5054592788219452
1406,10058,10,7,Serra Riccò,Genova,Liguria,7732,GE,0.07976946664935775,0.667981743812561
1407,10059,10,7,Sestri Levante,Genova,Liguria,18149,GE,0.110148332453729,0.5683883428573608
1408,10060,10,7,Sori,Genova,Liguria,4056,GE,0.02913069879766223,0.5032708644866943
1409,10061,10,7,Tiglieto,Genova,Liguria,516,GE,0.11069242186012859,0.4021517038345337
1410,10062,10,7,Torriglia,Genova,Liguria,2215,GE,0.05637012167133997,0.34085404872894287
1411,10063,10,7,Tribogna,Genova,Liguria,588,GE,0.059080337872468094,0.53333580493927
1412,10064,10,7,Uscio,Genova,Liguria,2164,GE,0.033103872822361435,0.48008379340171814
1413,10065,10,7,Valbrevenna,Genova,Liguria,763,GE,0.06364571519415985,0.28529058396816254
1414,10066,10,7,Vobbia,Genova,Liguria,372,GE,0.08234659443858837,0.2929524779319763
1415,10067,10,7,Zoagli,Genova,Liguria,2369,GE,0.037551704497526144,0.5186420679092407
1416,11001,11,7,Ameglia,La Spezia,Liguria,4335,SP,0.09260761910905238,0.5770201683044434
1417,11002,11,7,Arcola,La Spezia,Liguria,10254,SP,0.04095616741756468,0.7100411653518677
1418,11003,11,7,Beverino,La Spezia,Liguria,2311,SP,0.09711731294490825,0.4251849502325058
1419,11004,11,7,Bolano,La Spezia,Liguria,7508,SP,0.08580604206607761,0.5613212883472443
1420,11005,11,7,Bonassola,La Spezia,Liguria,832,SP,0.043401816617447006,0.44465506076812744
1421,11006,11,7,Borghetto di Vara,La Spezia,Liguria,903,SP,0.06850807327868676,0.35518938302993774
1422,11007,11,7,Brugnato,La Spezia,Liguria,1293,SP,0.0745278550462929,0.43250399827957153
1423,11008,11,7,Calice al Cornoviglio,La Spezia,Liguria,1086,SP,0.08686928309707231,0.3572714030742645
1424,11009,11,7,Carro,La Spezia,Liguria,520,SP,0.0503349484209873,0.32173286378383636
1425,11010,11,7,Carrodano,La Spezia,Liguria,478,SP,0.03831509967361665,0.3534155637025833
1426,11011,11,7,Castelnuovo Magra,La Spezia,Liguria,8363,SP,0.08807464141163535,0.5863207578659058
1427,11012,11,7,Deiva Marina,La Spezia,Liguria,1364,SP,0.046623092118093755,0.4255855083465576
1428,11013,11,7,Follo,La Spezia,Liguria,6282,SP,0.09728557772939982,0.5652233064174652
1429,11014,11,7,Framura,La Spezia,Liguria,623,SP,0.07745630489684395,0.39806854724884033
1430,11015,11,7,La Spezia,La Spezia,Liguria,92550,SP,0.12049170734951072,0.6456891000270844
1431,11016,11,7,Lerici,La Spezia,Liguria,9837,SP,0.06338665929735754,0.6292946636676788
1432,11017,11,7,Levanto,La Spezia,Liguria,5349,SP,0.11347839427489015,0.4147530794143677
1433,11018,11,7,Maissana,La Spezia,Liguria,614,SP,0.0912785529724337,0.3312612473964691
1434,11019,11,7,Monterosso al Mare,La Spezia,Liguria,1397,SP,0.08689373164808477,0.4455026835203171
1435,11020,11,7,Luni,La Spezia,Liguria,8309,SP,0.10829566639975795,0.5955555438995361
1436,11021,11,7,Pignone,La Spezia,Liguria,545,SP,0.040569622106246164,0.3299492448568344
1437,11022,11,7,Portovenere,La Spezia,Liguria,3388,SP,0.0889421181216886,0.5900091528892517
1438,11023,11,7,Riccò del Golfo di Spezia,La Spezia,Liguria,3625,SP,0.05321961458391463,0.41009148955345154
1439,11024,11,7,Riomaggiore,La Spezia,Liguria,1421,SP,0.021616361555383667,0.3856528550386429
1440,11025,11,7,Rocchetta di Vara,La Spezia,Liguria,680,SP,0.08179909077958489,0.4171445667743683
1441,11026,11,7,Santo Stefano di Magra,La Spezia,Liguria,9935,SP,0.088508932285031,0.6796072125434875
1442,11027,11,7,Sarzana,La Spezia,Liguria,21930,SP,0.0860516313738889,0.741486132144928
1443,11028,11,7,Sesta Godano,La Spezia,Liguria,1319,SP,0.10043977735451409,0.33424995839595795
1444,11029,11,7,Varese Ligure,La Spezia,Liguria,1890,SP,0.11370987496071547,0.33322039246559143
1445,11030,11,7,Vernazza,La Spezia,Liguria,776,SP,0.04954069415099213,0.37682363390922546
1446,11031,11,7,Vezzano Ligure,La Spezia,Liguria,7203,SP,0.08279879668785466,0.6858052611351013
1447,11032,11,7,Zignago,La Spezia,Liguria,498,SP,0.08375424806687475,0.3817930519580841
1448,12001,12,3,Agra,Varese,Lombardia,395,VA,0.070892891827337,0.569476306438446
1449,12002,12,3,Albizzate,Varese,Lombardia,5222,VA,0.03615992576741904,0.8143781423568726
1450,12003,12,3,Angera,Varese,Lombardia,5428,VA,0.07874796739407314,0.6935288310050964
1451,12004,12,3,Arcisate,Varese,Lombardia,9948,VA,0.06400772572043241,0.7652583122253418
1452,12005,12,3,Arsago Seprio,Varese,Lombardia,4805,VA,0.08261903627487041,0.6134244203567505
1453,12006,12,3,Azzate,Varese,Lombardia,4648,VA,0.03732621268251747,0.772181510925293
1454,12007,12,3,Azzio,Varese,Lombardia,755,VA,0.02822966708246912,0.6639708876609802
1455,12008,12,3,Barasso,Varese,Lombardia,1660,VA,0.10090479260666242,0.5760521590709686
1456,12009,12,3,Bardello,Varese,Lombardia,1605,VA,0.07163029574137719,0.6896009743213654
1457,12010,12,3,Bedero Valcuvia,Varese,Lombardia,654,VA,0.01968934596977079,0.5350820422172546
1458,12011,12,3,Besano,Varese,Lombardia,2506,VA,0.06312501520868727,0.6061399281024933
1459,12012,12,3,Besnate,Varese,Lombardia,5467,VA,0.042193685864817754,0.7409431338310242
1460,12013,12,3,Besozzo,Varese,Lombardia,8834,VA,0.0963115772645748,0.7363311946392059
1461,12014,12,3,Biandronno,Varese,Lombardia,3263,VA,0.0598336443745964,0.6261411905288696
1462,12015,12,3,Bisuschio,Varese,Lombardia,4344,VA,0.08126504261270075,0.6830716729164124
1463,12016,12,3,Bodio Lomnago,Varese,Lombardia,2205,VA,0.04880593823078288,0.6933786869049072
1464,12017,12,3,Brebbia,Varese,Lombardia,3168,VA,0.04656838868163896,0.7462069392204285
1465,12018,12,3,Bregano,Varese,Lombardia,850,VA,0.009435299417885049,0.6627346277236938
1466,12019,12,3,Brenta,Varese,Lombardia,1718,VA,0.07421039305523862,0.5799562335014343
1467,12020,12,3,Brezzo di Bedero,Varese,Lombardia,1200,VA,0.04531752364316434,0.5909028649330139
1468,12021,12,3,Brinzio,Varese,Lombardia,798,VA,0.014404284994319764,0.4780360758304596
1469,12022,12,3,Brissago-Valtravaglia,Varese,Lombardia,1206,VA,0.06349439260309138,0.5034686326980591
1470,12023,12,3,Brunello,Varese,Lombardia,936,VA,0.03283994821844094,0.7588927149772644
1471,12024,12,3,Brusimpiano,Varese,Lombardia,1151,VA,0.03354900699213926,0.49547822773456573
1472,12025,12,3,Buguggiate,Varese,Lombardia,3096,VA,0.038972177887309965,0.7532087564468384
1473,12026,12,3,Busto Arsizio,Varese,Lombardia,83679,VA,0.02695946208927902,0.8888521790504456
1474,12027,12,3,Cadegliano-Viconago,Varese,Lombardia,2143,VA,0.0537998372240629,0.5253190696239471
1475,12029,12,3,Cairate,Varese,Lombardia,7663,VA,0.06929923047092931,0.7951602339744568
1476,12030,12,3,Cantello,Varese,Lombardia,4679,VA,0.035101399460511745,0.704790472984314
1477,12031,12,3,Caravate,Varese,Lombardia,2563,VA,0.036965636038141604,0.7555144429206848
1478,12032,12,3,Cardano al Campo,Varese,Lombardia,14428,VA,0.10361450744727993,0.8004522919654846
1479,12033,12,3,Carnago,Varese,Lombardia,6645,VA,0.05572553506353732,0.7009348571300507
1480,12034,12,3,Caronno Pertusella,Varese,Lombardia,17973,VA,0.014122960187941751,0.886605829000473
1481,12035,12,3,Caronno Varesino,Varese,Lombardia,4849,VA,0.046910122769746466,0.7436404228210449
1482,12036,12,3,Casale Litta,Varese,Lombardia,2709,VA,0.04514566216918429,0.65140500664711
1483,12037,12,3,Casalzuigno,Varese,Lombardia,1363,VA,0.06525025000918722,0.5661786496639252
1484,12038,12,3,Casciago,Varese,Lombardia,3679,VA,0.040339227245639195,0.7624194324016571
1485,12039,12,3,Casorate Sempione,Varese,Lombardia,5681,VA,0.07067190779308966,0.6911983489990234
1486,12040,12,3,Cassano Magnago,Varese,Lombardia,21416,VA,0.05708519984291703,0.8505633473396301
1487,12041,12,3,Cassano Valcuvia,Varese,Lombardia,652,VA,0.06600421091261605,0.6195967793464661
1488,12042,12,3,Castellanza,Varese,Lombardia,14370,VA,0.03668392950089612,0.9029891490936279
1489,12043,12,3,Castello Cabiaglio,Varese,Lombardia,554,VA,0.020546039956667737,0.45358380675315857
1490,12044,12,3,Castelseprio,Varese,Lombardia,1301,VA,0.06179575662861655,0.7805594205856323
1491,12045,12,3,Castelveccana,Varese,Lombardia,1938,VA,0.03994060904571146,0.4534086138010025
1492,12046,12,3,Castiglione Olona,Varese,Lombardia,7641,VA,0.03125837083173683,0.8066437244415283
1493,12047,12,3,Castronno,Varese,Lombardia,5063,VA,0.022475827721649702,0.7591156959533691
1494,12048,12,3,Cavaria con Premezzo,Varese,Lombardia,5754,VA,0.07555566384862573,0.8584305644035339
1495,12049,12,3,Cazzago Brabbia,Varese,Lombardia,812,VA,0.09757272109460031,0.5483146905899048
1496,12050,12,3,Cislago,Varese,Lombardia,10247,VA,0.09817068481672964,0.8227112293243408
1497,12051,12,3,Cittiglio,Varese,Lombardia,3811,VA,0.07989448557187852,0.5555583834648132
1498,12052,12,3,Clivio,Varese,Lombardia,1905,VA,0.03518190669662027,0.7482708692550659
1499,12053,12,3,Cocquio-Trevisago,Varese,Lombardia,4692,VA,0.09041482068104775,0.6083522439002991
1500,12054,12,3,Comabbio,Varese,Lombardia,1189,VA,0.05658395430828466,0.5986201167106628
1501,12055,12,3,Comerio,Varese,Lombardia,2873,VA,0.08822024535973827,0.545914351940155
1502,12056,12,3,Cremenaga,Varese,Lombardia,762,VA,0.02710589980675481,0.45624130964279175
1503,12057,12,3,Crosio della Valle,Varese,Lombardia,604,VA,0.0007159411907196045,0.744669646024704
1504,12058,12,3,Cuasso al Monte,Varese,Lombardia,3543,VA,0.05510098063731586,0.4879124164581299
1505,12059,12,3,Cugliate-Fabiasco,Varese,Lombardia,3018,VA,0.0828409791933202,0.5470834970474243
1506,12060,12,3,Cunardo,Varese,Lombardia,2942,VA,0.04251535452966673,0.6278144717216492
1507,12061,12,3,Curiglia con Monteviasco,Varese,Lombardia,165,VA,0.019941794012505024,0.3339158594608307
1508,12062,12,3,Cuveglio,Varese,Lombardia,3318,VA,0.07206368719781726,0.563732385635376
1509,12063,12,3,Cuvio,Varese,Lombardia,1668,VA,0.08137632036237882,0.5061308443546295
1510,12064,12,3,Daverio,Varese,Lombardia,3024,VA,0.04067411592937135,0.7650644183158875
1511,12065,12,3,Dumenza,Varese,Lombardia,1460,VA,0.08145291035274436,0.41036728024482727
1512,12066,12,3,Duno,Varese,Lombardia,123,VA,0.0300440450478915,0.4882766753435135
1513,12067,12,3,Fagnano Olona,Varese,Lombardia,12363,VA,0.036764887735360456,0.8563746511936188
1514,12068,12,3,Ferno,Varese,Lombardia,6736,VA,0.05460558544838148,0.8222286105155945
1515,12069,12,3,Ferrera di Varese,Varese,Lombardia,687,VA,0.015186160802841187,0.61453577876091
1516,12070,12,3,Gallarate,Varese,Lombardia,54207,VA,0.059072805709587804,0.8960353136062622
1517,12071,12,3,Galliate Lombardo,Varese,Lombardia,988,VA,0.035589716320150996,0.7132333517074585
1518,12072,12,3,Gavirate,Varese,Lombardia,9223,VA,0.08715927394733185,0.6747742295265198
1519,12073,12,3,Gazzada Schianno,Varese,Lombardia,4594,VA,0.03411601353384304,0.7968473732471466
1520,12074,12,3,Gemonio,Varese,Lombardia,2906,VA,0.0499606224433918,0.6696523427963257
1521,12075,12,3,Gerenzano,Varese,Lombardia,10789,VA,0.05734367947898088,0.8583126664161682
1522,12076,12,3,Germignaga,Varese,Lombardia,3879,VA,0.05077523006037263,0.6985630989074707
1523,12077,12,3,Golasecca,Varese,Lombardia,2609,VA,0.03797436251348726,0.6308865547180176
1524,12078,12,3,Gorla Maggiore,Varese,Lombardia,4954,VA,0.06263801727638378,0.7742508947849274
1525,12079,12,3,Gorla Minore,Varese,Lombardia,8218,VA,0.08703097641572143,0.806858628988266
1526,12080,12,3,Gornate Olona,Varese,Lombardia,2166,VA,0.04529107888237568,0.7527251839637756
1527,12081,12,3,Grantola,Varese,Lombardia,1229,VA,0.058284291020445675,0.6428425312042236
1528,12082,12,3,Inarzo,Varese,Lombardia,1062,VA,0.06468541434357679,0.6570014357566833
1529,12083,12,3,Induno Olona,Varese,Lombardia,10318,VA,0.09988210848257943,0.7042337357997894
1530,12084,12,3,Ispra,Varese,Lombardia,5250,VA,0.09305401188098926,0.7369368672370911
1531,12085,12,3,Jerago con Orago,Varese,Lombardia,5171,VA,0.04892095103922293,0.8401404917240143
1532,12086,12,3,Lavena Ponte Tresa,Varese,Lombardia,5860,VA,0.06485819171415236,0.5899027585983276
1533,12087,12,3,Laveno-Mombello,Varese,Lombardia,8566,VA,0.09793141039238859,0.5793430805206299
1534,12088,12,3,Leggiuno,Varese,Lombardia,3716,VA,0.1042474050302459,0.5911787450313568
1535,12089,12,3,Lonate Ceppino,Varese,Lombardia,5000,VA,0.013282189354019664,0.8519370853900909
1536,12090,12,3,Lonate Pozzolo,Varese,Lombardia,11506,VA,0.08014243778049754,0.7101485431194305
1537,12091,12,3,Lozza,Varese,Lombardia,1264,VA,0.00041157007217407227,0.8186789155006409
1538,12092,12,3,Luino,Varese,Lombardia,14387,VA,0.10595610829090708,0.6167663335800171
1539,12093,12,3,Luvinate,Varese,Lombardia,1323,VA,0.10097332425397373,0.6189340353012085
1540,12095,12,3,Malgesso,Varese,Lombardia,1255,VA,0.03086620817487444,0.7524290382862091
1541,12096,12,3,Malnate,Varese,Lombardia,16525,VA,0.05507176101027687,0.7856740951538086
1542,12097,12,3,Marchirolo,Varese,Lombardia,3483,VA,0.07088342270299187,0.5188474953174591
1543,12098,12,3,Marnate,Varese,Lombardia,7975,VA,0.060692342769652415,0.7603921890258789
1544,12099,12,3,Marzio,Varese,Lombardia,316,VA,0.019304528832435608,0.48187772929668427
1545,12100,12,3,Masciago Primo,Varese,Lombardia,297,VA,0.007172395533023661,0.5455759167671204
1546,12101,12,3,Mercallo,Varese,Lombardia,1827,VA,0.06542512558620063,0.6134109497070312
1547,12102,12,3,Mesenzana,Varese,Lombardia,1589,VA,0.08943983201587971,0.5615765452384949
1548,12103,12,3,Montegrino Valtravaglia,Varese,Lombardia,1475,VA,0.07217966193658225,0.5647083222866058
1549,12104,12,3,Monvalle,Varese,Lombardia,1909,VA,0.1749757722624629,0.6825308799743652
1550,12105,12,3,Morazzone,Varese,Lombardia,4243,VA,0.034197532084674756,0.7174383103847504
1551,12106,12,3,Mornago,Varese,Lombardia,4948,VA,0.03034501453236592,0.7020536065101624
1552,12107,12,3,Oggiona con Santo Stefano,Varese,Lombardia,4300,VA,0.03382669885217233,0.83622807264328
1553,12108,12,3,Olgiate Olona,Varese,Lombardia,12542,VA,0.02742084902754877,0.8803138136863708
1554,12109,12,3,Origgio,Varese,Lombardia,7891,VA,0.030568494045204127,0.8972979187965393
1555,12110,12,3,Orino,Varese,Lombardia,804,VA,0.039735844307041426,0.525950014591217
1556,12113,12,3,Porto Ceresio,Varese,Lombardia,2878,VA,0.08306549016660311,0.5783507227897644
1557,12114,12,3,Porto Valtravaglia,Varese,Lombardia,2298,VA,0.07014140816687739,0.501267671585083
1558,12115,12,3,Rancio Valcuvia,Varese,Lombardia,921,VA,0.05667006567345912,0.5758324861526489
1559,12116,12,3,Ranco,Varese,Lombardia,1294,VA,0.061668387652861575,0.5996181964874268
1560,12117,12,3,Saltrio,Varese,Lombardia,3062,VA,0.07652983535890814,0.6892703175544739
1561,12118,12,3,Samarate,Varese,Lombardia,16057,VA,0.06703465911381547,0.7541150450706482
1562,12119,12,3,Saronno,Varese,Lombardia,38785,VA,0.03134125374924913,0.8963061571121216
1563,12120,12,3,Sesto Calende,Varese,Lombardia,11105,VA,0.07834329619598122,0.6888660788536072
1564,12121,12,3,Solbiate Arno,Varese,Lombardia,4056,VA,0.01970358728270312,0.8363571465015411
1565,12122,12,3,Solbiate Olona,Varese,Lombardia,5414,VA,0.03841952488891732,0.8324711918830872
1566,12123,12,3,Somma Lombardo,Varese,Lombardia,17561,VA,0.09643716051953731,0.6450482606887817
1567,12124,12,3,Sumirago,Varese,Lombardia,6099,VA,0.051891630210079524,0.7185484170913696
1568,12125,12,3,Taino,Varese,Lombardia,3638,VA,0.07955793471845367,0.6230302453041077
1569,12126,12,3,Ternate,Varese,Lombardia,2561,VA,0.05663802804651433,0.7609577178955078
1570,12127,12,3,Tradate,Varese,Lombardia,18727,VA,0.120343919461188,0.7003301382064819
1571,12128,12,3,Travedona-Monate,Varese,Lombardia,4044,VA,0.04580735261369771,0.6926250159740448
1572,12129,12,3,Tronzano Lago Maggiore,Varese,Lombardia,219,VA,0.03658516486398908,0.3568330407142639
1573,12130,12,3,Uboldo,Varese,Lombardia,10613,VA,0.04952012615470668,0.8487443625926971
1574,12131,12,3,Valganna,Varese,Lombardia,1563,VA,0.03302585182603591,0.5008699893951416
1575,12132,12,3,Varano Borghi,Varese,Lombardia,2438,VA,0.0401706424536774,0.6040225923061371
1576,12133,12,3,Varese,Varese,Lombardia,80724,VA,0.0957271734741711,0.7447856366634369
1577,12134,12,3,Vedano Olona,Varese,Lombardia,7357,VA,0.058521409375267036,0.7813930809497833
1578,12136,12,3,Venegono Inferiore,Varese,Lombardia,6039,VA,0.0906322847768599,0.732638955116272
1579,12137,12,3,Venegono Superiore,Varese,Lombardia,7357,VA,0.10457873908909568,0.6840195655822754
1580,12138,12,3,Vergiate,Varese,Lombardia,8660,VA,0.08096791515179805,0.619782030582428
1581,12139,12,3,Viggiù,Varese,Lombardia,5121,VA,0.07286690330348491,0.7242048978805542
1582,12140,12,3,Vizzola Ticino,Varese,Lombardia,566,VA,0.08722538163201776,0.6318801045417786
1583,12141,12,3,Sangiano,Varese,Lombardia,1480,VA,0.04751368509131532,0.678726851940155
1584,12142,12,3,Maccagno con Pino e Veddasca,Varese,Lombardia,2505,VA,0.08276646295897924,0.3586474657058716
1585,12143,12,3,Cadrezzate con Osmate,Varese,Lombardia,2623,VA,0.05111585873320626,0.676068902015686
1586,13003,13,3,Albavilla,Como,Lombardia,6373,CO,0.12305786069943166,0.6284729242324829
1587,13004,13,3,Albese con Cassano,Como,Lombardia,4144,CO,0.1353482737888245,0.5748871266841888
1588,13005,13,3,Albiolo,Como,Lombardia,2689,CO,0.03501091507843179,0.6952847540378571
1589,13006,13,3,Alserio,Como,Lombardia,1286,CO,0.03008386492729187,0.6883232295513153
1590,13007,13,3,Alzate Brianza,Como,Lombardia,4847,CO,0.05324091324530356,0.7933612167835236
1591,13009,13,3,Anzano del Parco,Como,Lombardia,1824,CO,0.013746555193494792,0.8261312246322632
1592,13010,13,3,Appiano Gentile,Como,Lombardia,7689,CO,0.08354169131301059,0.7773122787475586
1593,13011,13,3,Argegno,Como,Lombardia,672,CO,0.04574934958707527,0.44948703050613403
1594,13012,13,3,Arosio,Como,Lombardia,5139,CO,0.030481893544669375,0.8461706936359406
1595,13013,13,3,Asso,Como,Lombardia,3560,CO,0.06239709706501238,0.6498757302761078
1596,13015,13,3,Barni,Como,Lombardia,583,CO,0.016094375264756444,0.47596216201782227
1597,13021,13,3,Bene Lario,Como,Lombardia,326,CO,0.09232376800577598,0.42872586846351624
1598,13022,13,3,Beregazzo con Figliaro,Como,Lombardia,2746,CO,0.03526630677675097,0.7508741617202759
1599,13023,13,3,Binago,Como,Lombardia,4721,CO,0.08608211064982163,0.6866929531097412
1600,13024,13,3,Bizzarone,Como,Lombardia,1682,CO,0.006352454423904419,0.700963169336319
1601,13025,13,3,Blessagno,Como,Lombardia,285,CO,0.03320522781282402,0.4643758535385132
1602,13026,13,3,Blevio,Como,Lombardia,1192,CO,0.022594489680888213,0.488609254360199
1603,13028,13,3,Bregnano,Como,Lombardia,6510,CO,0.01911531939714583,0.8217045664787292
1604,13029,13,3,Brenna,Como,Lombardia,2188,CO,0.044702351641772546,0.6984915733337402
1605,13030,13,3,Brienno,Como,Lombardia,327,CO,0.049862879235855515,0.3678520768880844
1606,13032,13,3,Brunate,Como,Lombardia,1658,CO,0.04600627436803138,0.5577789545059204
1607,13034,13,3,Bulgarograsso,Como,Lombardia,4013,CO,0.016805590777665743,0.7979100942611694
1608,13035,13,3,Cabiate,Como,Lombardia,7450,CO,0.046654495887821654,0.9135664105415344
1609,13036,13,3,Cadorago,Como,Lombardia,7953,CO,0.04377075348202134,0.7900235056877136
1610,13037,13,3,Caglio,Como,Lombardia,491,CO,0.08310882858384729,0.45780080556869507
1611,13040,13,3,Campione d'Italia,Como,Lombardia,1940,CO,0.014175373030761636,0.5579333901405334
1612,13041,13,3,Cantù,Como,Lombardia,39790,CO,0.07890038539402774,0.8064477443695068
1613,13042,13,3,Canzo,Como,Lombardia,5146,CO,0.0641610888513512,0.5094112455844879
1614,13043,13,3,Capiago Intimiano,Como,Lombardia,5533,CO,0.05709128012476154,0.7278114557266235
1615,13044,13,3,Carate Urio,Como,Lombardia,1138,CO,0.0403853097210234,0.44208769500255585
1616,13045,13,3,Carbonate,Como,Lombardia,2926,CO,0.09740744167624611,0.6939263045787811
1617,13046,13,3,Carimate,Como,Lombardia,4463,CO,0.05272312375830512,0.7214459478855133
1618,13047,13,3,Carlazzo,Como,Lombardia,3113,CO,0.09491497795129986,0.48563122749328613
1619,13048,13,3,Carugo,Como,Lombardia,6612,CO,0.09748261489922416,0.8677209317684174
1620,13052,13,3,Caslino d'Erba,Como,Lombardia,1663,CO,0.05996434471516211,0.5158984661102295
1621,13053,13,3,Casnate con Bernate,Como,Lombardia,4970,CO,0.03490151590820121,0.8010420799255371
1622,13055,13,3,Cassina Rizzardi,Como,Lombardia,3356,CO,0.024787654686135262,0.7935328483581543
1623,13058,13,3,Castelmarte,Como,Lombardia,1256,CO,0.02384656207845159,0.6830263137817383
1624,13059,13,3,Castelnuovo Bozzente,Como,Lombardia,902,CO,0.05932135712818303,0.6814749240875244
1625,13062,13,3,Cavargna,Como,Lombardia,194,CO,0.05492552278537951,0.31653302907943726
1626,13063,13,3,Cerano d'Intelvi,Como,Lombardia,539,CO,0.09252815858635696,0.44350239634513855
1627,13064,13,3,Cermenate,Como,Lombardia,9184,CO,0.028834224317937415,0.8399868011474609
1628,13065,13,3,Cernobbio,Como,Lombardia,6588,CO,0.07848361132913116,0.5088424980640411
1629,13068,13,3,Cirimido,Como,Lombardia,2114,CO,0.04628820475038103,0.7746171951293945
1630,13071,13,3,Claino con Osteno,Como,Lombardia,556,CO,0.03909540154971313,0.39888598024845123
1631,13074,13,3,Colonno,Como,Lombardia,493,CO,0.012374416780220788,0.4019005745649338
1632,13075,13,3,Como,Como,Lombardia,85543,CO,0.09165384182489983,0.7417137324810028
1633,13077,13,3,Corrido,Como,Lombardia,806,CO,0.08882033343688908,0.5120535492897034
1634,13083,13,3,Cremia,Como,Lombardia,670,CO,0.04637896587337797,0.42462122440338135
1635,13084,13,3,Cucciago,Como,Lombardia,3466,CO,0.0413076173277122,0.727433979511261
1636,13085,13,3,Cusino,Como,Lombardia,214,CO,0.08672034266144169,0.25683873891830444
1637,13087,13,3,Dizzasco,Como,Lombardia,600,CO,0.025792298438780687,0.5015919804573059
1638,13089,13,3,Domaso,Como,Lombardia,1471,CO,0.06670950226501936,0.6249176859855652
1639,13090,13,3,Dongo,Como,Lombardia,3264,CO,0.09540663456490743,0.5592648983001709
1640,13092,13,3,Dosso del Liro,Como,Lombardia,236,CO,0.05607710916796456,0.21196429431438446
1641,13095,13,3,Erba,Como,Lombardia,15974,CO,0.12012103319174897,0.793960690498352
1642,13097,13,3,Eupilio,Como,Lombardia,2628,CO,0.08437333438512597,0.6644899249076843
1643,13098,13,3,Faggeto Lario,Como,Lombardia,1153,CO,0.019906590682114582,0.39517930150032043
1644,13099,13,3,Faloppio,Como,Lombardia,4696,CO,0.009301907529358612,0.7443829774856567
1645,13100,13,3,Fenegrò,Como,Lombardia,3203,CO,0.04393614208233417,0.825219452381134
1646,13101,13,3,Figino Serenza,Como,Lombardia,5088,CO,0.03379660260335162,0.8055025339126587
1647,13102,13,3,Fino Mornasco,Como,Lombardia,9779,CO,0.045003216163889456,0.7848280668258667
1648,13106,13,3,Garzeno,Como,Lombardia,701,CO,0.10025234742132395,0.22442279756069183
1649,13107,13,3,Gera Lario,Como,Lombardia,1037,CO,0.12922929832498467,0.6654717326164246
1650,13110,13,3,Grandate,Como,Lombardia,2818,CO,0.02570850965816242,0.8834976851940155
1651,13111,13,3,Grandola ed Uniti,Como,Lombardia,1309,CO,0.1250425683047516,0.4462309032678604
1652,13113,13,3,Griante,Como,Lombardia,613,CO,0.01404468347626151,0.5428920388221741
1653,13114,13,3,Guanzate,Como,Lombardia,5720,CO,0.039980314674266416,0.7720863819122314
1654,13118,13,3,Inverigo,Como,Lombardia,9111,CO,0.027385014078629637,0.7938665151596069
1655,13119,13,3,Laglio,Como,Lombardia,881,CO,0.03287507354744459,0.4267125129699707
1656,13120,13,3,Laino,Como,Lombardia,524,CO,0.06272636454008468,0.4530624896287918
1657,13121,13,3,Lambrugo,Como,Lombardia,2473,CO,0.0,0.8311174511909485
1658,13123,13,3,Lasnigo,Como,Lombardia,468,CO,0.030428879750292133,0.487199604511261
1659,13126,13,3,Lezzeno,Como,Lombardia,2025,CO,0.016768838216420955,0.40180009603500366
1660,13128,13,3,Limido Comasco,Como,Lombardia,3854,CO,0.07158397653998992,0.8205974102020264
1661,13129,13,3,Lipomo,Como,Lombardia,5925,CO,0.003941088914871216,0.7365597784519196
1662,13130,13,3,Livo,Como,Lombardia,165,CO,0.08852520406928173,0.21409647911787033
1663,13131,13,3,Locate Varesino,Como,Lombardia,4261,CO,0.0949353633850718,0.7918373346328735
1664,13133,13,3,Lomazzo,Como,Lombardia,9894,CO,0.04313236599273434,0.8336623907089233
1665,13134,13,3,Longone al Segrino,Como,Lombardia,1929,CO,0.1054830253124237,0.6849598586559296
1666,13135,13,3,Luisago,Como,Lombardia,2734,CO,0.03930614361840645,0.8968772292137146
1667,13136,13,3,Lurago d'Erba,Como,Lombardia,5342,CO,0.014626571058161559,0.8195666372776031
1668,13137,13,3,Lurago Marinone,Como,Lombardia,2575,CO,0.05774101585461483,0.8032832741737366
1669,13138,13,3,Lurate Caccivio,Como,Lombardia,9766,CO,0.05247704465488589,0.8063890337944031
1670,13139,13,3,Magreglio,Como,Lombardia,653,CO,0.02847947567559804,0.5182925164699554
