,cod_com,cod_prov,cod_reg,den_com,den_prov,den_reg,pop,sigla,std,median
190,1195,1,1,Piscina,Torino,Piemonte,3364,TO,3.383160238974534,1460.2694091796875
191,1196,1,1,Piverone,Torino,Piemonte,1365,TO,3.296576831919376,1429.7711181640625
192,1197,1,1,Poirino,Torino,Piemonte,10153,TO,3.3139597961991933,1430.3189697265625
193,1198,1,1,Pomaretto,Torino,Piemonte,993,TO,114.68296790810915,1290.42822265625
194,1199,1,1,Pont Canavese,Torino,Piemonte,3210,TO,77.61849227373752,1294.446044921875
195,1200,1,1,Porte,Torino,Piemonte,1052,TO,54.54161663707622,1374.801025390625
196,1201,1,1,Pragelato,Torino,Piemonte,751,TO,107.48724972105454,1486.2021484375
197,1202,1,1,Prali,Torino,Piemonte,252,TO,100.11172119071765,1347.4072265625
198,1203,1,1,Pralormo,Torino,Piemonte,1892,TO,3.1361179681917437,1421.187744140625
199,1204,1,1,Pramollo,Torino,Piemonte,219,TO,81.62485837828623,1271.800537109375
200,1205,1,1,Prarostino,Torino,Piemonte,1265,TO,37.35594578314162,1356.7211303710938
201,1206,1,1,Prascorsano,Torino,Piemonte,733,TO,38.33051693816053,1374.983642578125
202,1207,1,1,Pratiglione,Torino,Piemonte,480,TO,35.364637089969484,1322.5703125
203,1208,1,1,Quagliuzzo,Torino,Piemonte,329,TO,4.38299560546875,1401.8295288085938
204,1209,1,1,Quassolo,Torino,Piemonte,355,TO,50.489028571415744,1241.8499755859375
205,1210,1,1,Quincinetto,Torino,Piemonte,1034,TO,75.61897197283751,1280.9317626953125
206,1211,1,1,Reano,Torino,Piemonte,1750,TO,8.444411800096367,1443.102783203125
207,1212,1,1,Ribordone,Torino,Piemonte,49,TO,83.07490247521895,1359.46044921875
208,1213,1,1,Rivalba,Torino,Piemonte,1156,TO,6.8502490490143195,1401.0989990234375
209,1214,1,1,Rivalta di Torino,Torino,Piemonte,19978,TO,2.094376355150937,1452.5992431640625
210,1215,1,1,Riva presso Chieri,Torino,Piemonte,4762,TO,1.5911532868041536,1426.30126953125
211,1216,1,1,Rivara,Torino,Piemonte,2519,TO,15.11043246006927,1418.9962158203125
212,1217,1,1,Rivarolo Canavese,Torino,Piemonte,12501,TO,3.09643794918805,1450.77294921875
213,1218,1,1,Rivarossa,Torino,Piemonte,1571,TO,2.9178886835862943,1446.3900146484375
214,1219,1,1,Rivoli,Torino,Piemonte,47597,TO,3.193877565339832,1452.2340087890625
215,1220,1,1,Robassomero,Torino,Piemonte,3056,TO,6.769750463985546,1437.2587890625
216,1221,1,1,Rocca Canavese,Torino,Piemonte,1700,TO,13.360211947819883,1401.4642333984375
217,1222,1,1,Roletto,Torino,Piemonte,2010,TO,26.221774053880626,1409.864990234375
218,1223,1,1,Romano Canavese,Torino,Piemonte,2657,TO,1.804202158933408,1433.9715576171875
219,1224,1,1,Ronco Canavese,Torino,Piemonte,297,TO,155.6797121142573,1260.477783203125
220,1225,1,1,Rondissone,Torino,Piemonte,1859,TO,2.0742169751364683,1433.240966796875
221,1226,1,1,Rorà,Torino,Piemonte,231,TO,66.16940921696825,1223.5875244140625
222,1227,1,1,Roure,Torino,Piemonte,793,TO,106.19409189830085,1333.8929443359375
223,1228,1,1,Rosta,Torino,Piemonte,4925,TO,1.7952876727928533,1446.3900146484375
224,1229,1,1,Rubiana,Torino,Piemonte,2368,TO,28.58452308657492,1388.3153076171875
225,1230,1,1,Rueglio,Torino,Piemonte,784,TO,64.967450396393,1307.9603271484375
226,1231,1,1,Salassa,Torino,Piemonte,1843,TO,3.4065705606634697,1433.9715576171875
227,1232,1,1,Salbertrand,Torino,Piemonte,625,TO,96.4607264566775,1453.6949462890625
228,1233,1,1,Salerano Canavese,Torino,Piemonte,468,TO,2.80455570665735,1407.673583984375
229,1234,1,1,Salza di Pinerolo,Torino,Piemonte,75,TO,126.83893674466096,1339.0064697265625
230,1235,1,1,Samone,Torino,Piemonte,1539,TO,2.392005053201005,1415.34375
231,1236,1,1,San Benigno Canavese,Torino,Piemonte,6000,TO,2.6151014177638383,1442.3721923828125
232,1237,1,1,San Carlo Canavese,Torino,Piemonte,4009,TO,5.536086577129637,1443.102783203125
233,1238,1,1,San Colombano Belmonte,Torino,Piemonte,339,TO,26.28598643686903,1331.701416015625
234,1239,1,1,San Didero,Torino,Piemonte,528,TO,13.929887810415217,1405.6646118164062
