cod_com,den_com,sigla,cod_prov,den_prov,cod_reg,den_reg,pop
16158,Parre,BG,16,Bergamo,3,Lombardia,2705
16159,Parzanica,BG,16,Bergamo,3,Lombardia,357
16160,Pedrengo,BG,16,Bergamo,3,Lombardia,5994
16161,Peia,BG,16,Bergamo,3,Lombardia,1787
16162,Pianico,BG,16,Bergamo,3,Lombardia,1446
16163,Piario,BG,16,Bergamo,3,Lombardia,1066
16164,Piazza Brembana,BG,16,Bergamo,3,Lombardia,1202
16165,Piazzatorre,BG,16,Bergamo,3,Lombardia,391
16166,Piazzolo,BG,16,Bergamo,3,Lombardia,89
16167,Pognano,BG,16,Bergamo,3,Lombardia,1589
16168,Ponte Nossa,BG,16,Bergamo,3,Lombardia,1772
16169,Ponteranica,BG,16,Bergamo,3,Lombardia,6773
16170,Ponte San Pietro,BG,16,Bergamo,3,Lombardia,11490
16171,Pontida,BG,16,Bergamo,3,Lombardia,3336
16172,Pontirolo Nuovo,BG,16,Bergamo,3,Lombardia,4974
16173,Pradalunga,BG,16,Bergamo,3,Lombardia,4587
16174,Predore,BG,16,Bergamo,3,Lombardia,1850
16175,Premolo,BG,16,Bergamo,3,Lombardia,1098
16176,Presezzo,BG,16,Bergamo,3,Lombardia,4834
16177,Pumenengo,BG,16,Bergamo,3,Lombardia,1685
16178,Ranica,BG,16,Bergamo,3,Lombardia,5963
16179,Ranzanico,BG,16,Bergamo,3,Lombardia,1233
16180,Riva di Solto,BG,16,Bergamo,3,Lombardia,917
16182,Rogno,BG,16,Bergamo,3,Lombardia,3779
16183,Romano di Lombardia,BG,16,Bergamo,3,Lombardia,20426
16184,Roncobello,BG,16,Bergamo,3,Lombardia,423
16185,Roncola,BG,16,Bergamo,3,Lombardia,794
16186,Rota d'Imagna,BG,16,Bergamo,3,Lombardia,920
16187,Rovetta,BG,16,Bergamo,3,Lombardia,4169
16188,San Giovanni Bianco,BG,16,Bergamo,3,Lombardia,4734
16189,San Paolo d'Argon,BG,16,Bergamo,3,Lombardia,5707
16190,San Pellegrino Terme,BG,16,Bergamo,3,Lombardia,4841
16191,Santa Brigida,BG,16,Bergamo,3,Lombardia,540
16193,Sarnico,BG,16,Bergamo,3,Lombardia,6722
16194,Scanzorosciate,BG,16,Bergamo,3,Lombardia,9868
16195,Schilpario,BG,16,Bergamo,3,Lombardia,1155
16196,Sedrina,BG,16,Bergamo,3,Lombardia,2508
16197,Selvino,BG,16,Bergamo,3,Lombardia,2027
16198,Seriate,BG,16,Bergamo,3,Lombardia,24928
16199,Serina,BG,16,Bergamo,3,Lombardia,2043
16200,Solto Collina,BG,16,Bergamo,3,Lombardia,1809
16201,Songavazzo,BG,16,Bergamo,3,Lombardia,710
16202,Sorisole,BG,16,Bergamo,3,Lombardia,9074
16203,Sotto il Monte Giovanni XXIII,BG,16,Bergamo,3,Lombardia,4501
16204,Sovere,BG,16,Bergamo,3,Lombardia,5234
16205,Spinone al Lago,BG,16,Bergamo,3,Lombardia,991
16206,Spirano,BG,16,Bergamo,3,Lombardia,5682
16207,Stezzano,BG,16,Bergamo,3,Lombardia,13184
16208,Strozza,BG,16,Bergamo,3,Lombardia,1060
16209,Suisio,BG,16,Bergamo,3,Lombardia,3787
16210,Taleggio,BG,16,Bergamo,3,Lombardia,546
16211,Tavernola Bergamasca,BG,16,Bergamo,3,Lombardia,2025
16212,Telgate,BG,16,Bergamo,3,Lombardia,5020
16213,Terno d'Isola,BG,16,Bergamo,3,Lombardia,8015
16214,Torre Boldone,BG,16,Bergamo,3,Lombardia,8774
16215,Torre de' Busi,BG,16,Bergamo,3,Lombardia,2181
16216,Torre de' Roveri,BG,16,Bergamo,3,Lombardia,2445
16217,Torre Pallavicina,BG,16,Bergamo,3,Lombardia,1104
16218,Trescore Balneario,BG,16,Bergamo,3,Lombardia,9647
16219,Treviglio,BG,16,Bergamo,3,Lombardia,30445
16220,Treviolo,BG,16,Bergamo,3,Lombardia,10771
16221,Ubiale Clanezzo,BG,16,Bergamo,3,Lombardia,1381
16222,Urgnano,BG,16,Bergamo,3,Lombardia,9850
16223,Valbondione,BG,16,Bergamo,3,Lombardia,1011
16224,Valbrembo,BG,16,Bergamo,3,Lombardia,4387
16225,Valgoglio,BG,16,Bergamo,3,Lombardia,596
16226,Valleve,BG,16,Bergamo,3,Lombardia,131
16227,Valnegra,BG,16,Bergamo,3,Lombardia,213
16229,Valtorta,BG,16,Bergamo,3,Lombardia,260
16230,Vedeseta,BG,16,Bergamo,3,Lombardia,192
16232,Verdellino,BG,16,Bergamo,3,Lombardia,7468
16233,Verdello,BG,16,Bergamo,3,Lombardia,8128
16234,Vertova,BG,16,Bergamo,3,Lombardia,4556
16235,Viadanica,BG,16,Bergamo,3,Lombardia,1120
16236,Vigano San Martino,BG,16,Bergamo,3,Lombardia,1339
16237,Vigolo,BG,16,Bergamo,3,Lombardia,580
16238,Villa d'Adda,BG,16,Bergamo,3,Lombardia,4584
16239,Villa d'Almè,BG,16,Bergamo,3,Lombardia,6661
16240,Villa di Serio,BG,16,Bergamo,3,Lombardia,6753
16241,Villa d'Ogna,BG,16,Bergamo,3,Lombardia,1840
16242,Villongo,BG,16,Bergamo,3,Lombardia,7990
16243,Vilminore di Scalve,BG,16,Bergamo,3,Lombardia,1447
16244,Zandobbio,BG,16,Bergamo,3,Lombardia,2715
16245,Zanica,BG,16,Bergamo,3,Lombardia,8704
16246,Zogno,BG,16,Bergamo,3,Lombardia,8761
16247,Costa Serina,BG,16,Bergamo,3,Lombardia,904
16248,Algua,BG,16,Bergamo,3,Lombardia,659
16249,Cornalba,BG,16,Bergamo,3,Lombardia,297
16250,Medolago,BG,16,Bergamo,3,Lombardia,2374
16251,Solza,BG,16,Bergamo,3,Lombardia,2021
16252,Sant'Omobono Terme,BG,16,Bergamo,3,Lombardia,3878
16253,Val Brembilla,BG,16,Bergamo,3,Lombardia,4251
17001,Acquafredda,BS,17,Brescia,3,Lombardia,1504
17002,Adro,BS,17,Brescia,3,Lombardia,7195
17003,Agnosine,BS,17,Brescia,3,Lombardia,1671
17004,Alfianello,BS,17,Brescia,3,Lombardia,2406
17005,Anfo,BS,17,Brescia,3,Lombardia,464
17006,Angolo Terme,BS,17,Brescia,3,Lombardia,2343
17007,Artogne,BS,17,Brescia,3,Lombardia,3553
17008,Azzano Mella,BS,17,Brescia,3,Lombardia,3370
17009,Bagnolo Mella,BS,17,Brescia,3,Lombardia,12456
17010,Bagolino,BS,17,Brescia,3,Lombardia,3818
17011,Barbariga,BS,17,Brescia,3,Lombardia,2313
17012,Barghe,BS,17,Brescia,3,Lombardia,1160
17013,Bassano Bresciano,BS,17,Brescia,3,Lombardia,2305
17014,Bedizzole,BS,17,Brescia,3,Lombardia,12069
17015,Berlingo,BS,17,Brescia,3,Lombardia,2763
17016,Berzo Demo,BS,17,Brescia,3,Lombardia,1595
17017,Berzo Inferiore,BS,17,Brescia,3,Lombardia,2469
17018,Bienno,BS,17,Brescia,3,Lombardia,3770
17019,Bione,BS,17,Brescia,3,Lombardia,1339
17020,Borgo San Giacomo,BS,17,Brescia,3,Lombardia,5393
17021,Borgosatollo,BS,17,Brescia,3,Lombardia,9164
17022,Borno,BS,17,Brescia,3,Lombardia,2640
17023,Botticino,BS,17,Brescia,3,Lombardia,10737
17024,Bovegno,BS,17,Brescia,3,Lombardia,2093
17025,Bovezzo,BS,17,Brescia,3,Lombardia,7512
17026,Brandico,BS,17,Brescia,3,Lombardia,1689
17027,Braone,BS,17,Brescia,3,Lombardia,684
17028,Breno,BS,17,Brescia,3,Lombardia,4792
17029,Brescia,BS,17,Brescia,3,Lombardia,196340
17030,Brione,BS,17,Brescia,3,Lombardia,726
17031,Caino,BS,17,Brescia,3,Lombardia,2109
17032,Calcinato,BS,17,Brescia,3,Lombardia,13049
17033,Calvagese della Riviera,BS,17,Brescia,3,Lombardia,3528
17034,Calvisano,BS,17,Brescia,3,Lombardia,8452
17035,Capo di Ponte,BS,17,Brescia,3,Lombardia,2446
17036,Capovalle,BS,17,Brescia,3,Lombardia,349
17037,Capriano del Colle,BS,17,Brescia,3,Lombardia,4581
17038,Capriolo,BS,17,Brescia,3,Lombardia,9328
17039,Carpenedolo,BS,17,Brescia,3,Lombardia,12910
17040,Castegnato,BS,17,Brescia,3,Lombardia,8377
17041,Castelcovati,BS,17,Brescia,3,Lombardia,6634
17042,Castel Mella,BS,17,Brescia,3,Lombardia,10899
17043,Castenedolo,BS,17,Brescia,3,Lombardia,11475
17044,Casto,BS,17,Brescia,3,Lombardia,1669
17045,Castrezzato,BS,17,Brescia,3,Lombardia,7384
17046,Cazzago San Martino,BS,17,Brescia,3,Lombardia,11050
17047,Cedegolo,BS,17,Brescia,3,Lombardia,1140
17048,Cellatica,BS,17,Brescia,3,Lombardia,4851
17049,Cerveno,BS,17,Brescia,3,Lombardia,657
17050,Ceto,BS,17,Brescia,3,Lombardia,1803
17051,Cevo,BS,17,Brescia,3,Lombardia,842
17052,Chiari,BS,17,Brescia,3,Lombardia,19235
17053,Cigole,BS,17,Brescia,3,Lombardia,1520
17054,Cimbergo,BS,17,Brescia,3,Lombardia,534
17055,Cividate Camuno,BS,17,Brescia,3,Lombardia,2727
17056,Coccaglio,BS,17,Brescia,3,Lombardia,8753
17057,Collebeato,BS,17,Brescia,3,Lombardia,4597
17058,Collio,BS,17,Brescia,3,Lombardia,2034
17059,Cologne,BS,17,Brescia,3,Lombardia,7533
17060,Comezzano-Cizzago,BS,17,Brescia,3,Lombardia,3983
17061,Concesio,BS,17,Brescia,3,Lombardia,15570
17062,Corte Franca,BS,17,Brescia,3,Lombardia,7168
17063,Corteno Golgi,BS,17,Brescia,3,Lombardia,1928
17064,Corzano,BS,17,Brescia,3,Lombardia,1409
17065,Darfo Boario Terme,BS,17,Brescia,3,Lombardia,15688
17066,Dello,BS,17,Brescia,3,Lombardia,5544
17067,Desenzano del Garda,BS,17,Brescia,3,Lombardia,29250
17068,Edolo,BS,17,Brescia,3,Lombardia,4450
17069,Erbusco,BS,17,Brescia,3,Lombardia,8595
17070,Esine,BS,17,Brescia,3,Lombardia,5211
17071,Fiesse,BS,17,Brescia,3,Lombardia,2012
17072,Flero,BS,17,Brescia,3,Lombardia,8834
17073,Gambara,BS,17,Brescia,3,Lombardia,4656
17074,Gardone Riviera,BS,17,Brescia,3,Lombardia,2630
17075,Gardone Val Trompia,BS,17,Brescia,3,Lombardia,11495
17076,Gargnano,BS,17,Brescia,3,Lombardia,2815
17077,Gavardo,BS,17,Brescia,3,Lombardia,12236
17078,Ghedi,BS,17,Brescia,3,Lombardia,18444
17079,Gianico,BS,17,Brescia,3,Lombardia,2159
17080,Gottolengo,BS,17,Brescia,3,Lombardia,5042
17081,Gussago,BS,17,Brescia,3,Lombardia,16534
17082,Idro,BS,17,Brescia,3,Lombardia,1899
17083,Incudine,BS,17,Brescia,3,Lombardia,359
17084,Irma,BS,17,Brescia,3,Lombardia,128
17085,Iseo,BS,17,Brescia,3,Lombardia,9109
17086,Isorella,BS,17,Brescia,3,Lombardia,4078
17087,Lavenone,BS,17,Brescia,3,Lombardia,510
17088,Leno,BS,17,Brescia,3,Lombardia,13972
17089,Limone sul Garda,BS,17,Brescia,3,Lombardia,1141
17090,Lodrino,BS,17,Brescia,3,Lombardia,1645
17091,Lograto,BS,17,Brescia,3,Lombardia,3774
17092,Lonato del Garda,BS,17,Brescia,3,Lombardia,16622
17093,Longhena,BS,17,Brescia,3,Lombardia,557
17094,Losine,BS,17,Brescia,3,Lombardia,611
17095,Lozio,BS,17,Brescia,3,Lombardia,386
17096,Lumezzane,BS,17,Brescia,3,Lombardia,21891
17097,Maclodio,BS,17,Brescia,3,Lombardia,1459
17098,Magasa,BS,17,Brescia,3,Lombardia,109
17099,Mairano,BS,17,Brescia,3,Lombardia,3475
17100,Malegno,BS,17,Brescia,3,Lombardia,2005
17101,Malonno,BS,17,Brescia,3,Lombardia,3127
17102,Manerba del Garda,BS,17,Brescia,3,Lombardia,5295
17103,Manerbio,BS,17,Brescia,3,Lombardia,13167
17104,Marcheno,BS,17,Brescia,3,Lombardia,4268
17105,Marmentino,BS,17,Brescia,3,Lombardia,659
17106,Marone,BS,17,Brescia,3,Lombardia,3145
17107,Mazzano,BS,17,Brescia,3,Lombardia,12398
17108,Milzano,BS,17,Brescia,3,Lombardia,1719
17109,Moniga del Garda,BS,17,Brescia,3,Lombardia,2581
17110,Monno,BS,17,Brescia,3,Lombardia,519
17111,Monte Isola,BS,17,Brescia,3,Lombardia,1686
17112,Monticelli Brusati,BS,17,Brescia,3,Lombardia,4533
17113,Montichiari,BS,17,Brescia,3,Lombardia,25774
17114,Montirone,BS,17,Brescia,3,Lombardia,5072
17115,Mura,BS,17,Brescia,3,Lombardia,778
17116,Muscoline,BS,17,Brescia,3,Lombardia,2653
17117,Nave,BS,17,Brescia,3,Lombardia,10487
17118,Niardo,BS,17,Brescia,3,Lombardia,2012
17119,Nuvolento,BS,17,Brescia,3,Lombardia,3900
17120,Nuvolera,BS,17,Brescia,3,Lombardia,4680
17121,Odolo,BS,17,Brescia,3,Lombardia,1916
17122,Offlaga,BS,17,Brescia,3,Lombardia,4043
17123,Ome,BS,17,Brescia,3,Lombardia,3194
17124,Ono San Pietro,BS,17,Brescia,3,Lombardia,977
17125,Orzinuovi,BS,17,Brescia,3,Lombardia,12432
17126,Orzivecchi,BS,17,Brescia,3,Lombardia,2474
17127,Ospitaletto,BS,17,Brescia,3,Lombardia,14257
17128,Ossimo,BS,17,Brescia,3,Lombardia,1534
17129,Padenghe sul Garda,BS,17,Brescia,3,Lombardia,4661
17130,Paderno Franciacorta,BS,17,Brescia,3,Lombardia,3645
17131,Paisco Loveno,BS,17,Brescia,3,Lombardia,175
17132,Paitone,BS,17,Brescia,3,Lombardia,2122
17133,Palazzolo sull'Oglio,BS,17,Brescia,3,Lombardia,20125
17134,Paratico,BS,17,Brescia,3,Lombardia,4814
17135,Paspardo,BS,17,Brescia,3,Lombardia,601
17136,Passirano,BS,17,Brescia,3,Lombardia,6974
17137,Pavone del Mella,BS,17,Brescia,3,Lombardia,2730
17138,San Paolo,BS,17,Brescia,3,Lombardia,4455
17139,Pertica Alta,BS,17,Brescia,3,Lombardia,541
17140,Pertica Bassa,BS,17,Brescia,3,Lombardia,604
17141,Pezzaze,BS,17,Brescia,3,Lombardia,1465
17142,Pian Camuno,BS,17,Brescia,3,Lombardia,4742
17143,Pisogne,BS,17,Brescia,3,Lombardia,7921
17144,Polaveno,BS,17,Brescia,3,Lombardia,2465
17145,Polpenazze del Garda,BS,17,Brescia,3,Lombardia,2652
17146,Pompiano,BS,17,Brescia,3,Lombardia,3743
17147,Poncarale,BS,17,Brescia,3,Lombardia,5209
17148,Ponte di Legno,BS,17,Brescia,3,Lombardia,1757
17149,Pontevico,BS,17,Brescia,3,Lombardia,7020
17150,Pontoglio,BS,17,Brescia,3,Lombardia,6851
17151,Pozzolengo,BS,17,Brescia,3,Lombardia,3543
17152,Pralboino,BS,17,Brescia,3,Lombardia,2876
17153,Preseglie,BS,17,Brescia,3,Lombardia,1533
17155,Prevalle,BS,17,Brescia,3,Lombardia,6802
17156,Provaglio d'Iseo,BS,17,Brescia,3,Lombardia,7227
17157,Provaglio Val Sabbia,BS,17,Brescia,3,Lombardia,891
17158,Puegnago del Garda,BS,17,Brescia,3,Lombardia,3452
17159,Quinzano d'Oglio,BS,17,Brescia,3,Lombardia,6187
17160,Remedello,BS,17,Brescia,3,Lombardia,3377
17161,Rezzato,BS,17,Brescia,3,Lombardia,13291
17162,Roccafranca,BS,17,Brescia,3,Lombardia,4785
17163,Rodengo Saiano,BS,17,Brescia,3,Lombardia,9750
17164,Roè Volciano,BS,17,Brescia,3,Lombardia,4410
17165,Roncadelle,BS,17,Brescia,3,Lombardia,9358
17166,Rovato,BS,17,Brescia,3,Lombardia,18966
17167,Rudiano,BS,17,Brescia,3,Lombardia,5793
17168,Sabbio Chiese,BS,17,Brescia,3,Lombardia,3969
17169,Sale Marasino,BS,17,Brescia,3,Lombardia,3345
17170,Salò,BS,17,Brescia,3,Lombardia,10521
17171,San Felice del Benaco,BS,17,Brescia,3,Lombardia,3426
17172,San Gervasio Bresciano,BS,17,Brescia,3,Lombardia,2634
17173,San Zeno Naviglio,BS,17,Brescia,3,Lombardia,4704
17174,Sarezzo,BS,17,Brescia,3,Lombardia,13247
17175,Saviore dell'Adamello,BS,17,Brescia,3,Lombardia,869
17176,Sellero,BS,17,Brescia,3,Lombardia,1435
17177,Seniga,BS,17,Brescia,3,Lombardia,1438
17178,Serle,BS,17,Brescia,3,Lombardia,3052
17179,Sirmione,BS,17,Brescia,3,Lombardia,8121
17180,Soiano del Lago,BS,17,Brescia,3,Lombardia,1893
17181,Sonico,BS,17,Brescia,3,Lombardia,1240
17182,Sulzano,BS,17,Brescia,3,Lombardia,1944
17183,Tavernole sul Mella,BS,17,Brescia,3,Lombardia,1235
17184,Temù,BS,17,Brescia,3,Lombardia,1124
17185,Tignale,BS,17,Brescia,3,Lombardia,1209
17186,Torbole Casaglia,BS,17,Brescia,3,Lombardia,6392
17187,Toscolano-Maderno,BS,17,Brescia,3,Lombardia,7710
17188,Travagliato,BS,17,Brescia,3,Lombardia,13728
17189,Tremosine sul Garda,BS,17,Brescia,3,Lombardia,2062
17190,Trenzano,BS,17,Brescia,3,Lombardia,5421
17191,Treviso Bresciano,BS,17,Brescia,3,Lombardia,522
17192,Urago d'Oglio,BS,17,Brescia,3,Lombardia,3702
17193,Vallio Terme,BS,17,Brescia,3,Lombardia,1437
17194,Valvestino,BS,17,Brescia,3,Lombardia,178
17195,Verolanuova,BS,17,Brescia,3,Lombardia,8076
17196,Verolavecchia,BS,17,Brescia,3,Lombardia,3756
17197,Vestone,BS,17,Brescia,3,Lombardia,4250
17198,Vezza d'Oglio,BS,17,Brescia,3,Lombardia,1462
17199,Villa Carcina,BS,17,Brescia,3,Lombardia,10603
17200,Villachiara,BS,17,Brescia,3,Lombardia,1386
17201,Villanuova sul Clisi,BS,17,Brescia,3,Lombardia,5787
17202,Vione,BS,17,Brescia,3,Lombardia,657
17203,Visano,BS,17,Brescia,3,Lombardia,1998
17204,Vobarno,BS,17,Brescia,3,Lombardia,8190
17205,Zone,BS,17,Brescia,3,Lombardia,1055
17206,Piancogno,BS,17,Brescia,3,Lombardia,4684
18001,Alagna,PV,18,Pavia,3,Lombardia,812
18002,Albaredo Arnaboldi,PV,18,Pavia,3,Lombardia,239
18003,Albonese,PV,18,Pavia,3,Lombardia,526
18004,Albuzzano,PV,18,Pavia,3,Lombardia,3585
18005,Arena Po,PV,18,Pavia,3,Lombardia,1548
18006,Badia Pavese,PV,18,Pavia,3,Lombardia,360
18007,Bagnaria,PV,18,Pavia,3,Lombardia,643
18008,Barbianello,PV,18,Pavia,3,Lombardia,847
18009,Bascapè,PV,18,Pavia,3,Lombardia,1751
18011,Bastida Pancarana,PV,18,Pavia,3,Lombardia,952
18012,Battuda,PV,18,Pavia,3,Lombardia,660
18013,Belgioioso,PV,18,Pavia,3,Lombardia,6208
18014,Bereguardo,PV,18,Pavia,3,Lombardia,2878
18015,Borgarello,PV,18,Pavia,3,Lombardia,2632
18016,Borgo Priolo,PV,18,Pavia,3,Lombardia,1362
18017,Borgoratto Mormorolo,PV,18,Pavia,3,Lombardia,409
18018,Borgo San Siro,PV,18,Pavia,3,Lombardia,934
18019,Bornasco,PV,18,Pavia,3,Lombardia,2652
18020,Bosnasco,PV,18,Pavia,3,Lombardia,623
18021,Brallo di Pregola,PV,18,Pavia,3,Lombardia,534
18022,Breme,PV,18,Pavia,3,Lombardia,731
18023,Bressana Bottarone,PV,18,Pavia,3,Lombardia,3477
18024,Broni,PV,18,Pavia,3,Lombardia,9421
18025,Calvignano,PV,18,Pavia,3,Lombardia,106
18026,Campospinoso,PV,18,Pavia,3,Lombardia,1078
18027,Candia Lomellina,PV,18,Pavia,3,Lombardia,1501
18029,Canneto Pavese,PV,18,Pavia,3,Lombardia,1356
18030,Carbonara al Ticino,PV,18,Pavia,3,Lombardia,1426
18031,Casanova Lonati,PV,18,Pavia,3,Lombardia,446
18032,Casatisma,PV,18,Pavia,3,Lombardia,875
18033,Casei Gerola,PV,18,Pavia,3,Lombardia,2455
18034,Casorate Primo,PV,18,Pavia,3,Lombardia,8791
18035,Cassolnovo,PV,18,Pavia,3,Lombardia,6878
18036,Castana,PV,18,Pavia,3,Lombardia,726
18037,Casteggio,PV,18,Pavia,3,Lombardia,6665
18038,Castelletto di Branduzzo,PV,18,Pavia,3,Lombardia,1038
18039,Castello d'Agogna,PV,18,Pavia,3,Lombardia,1105
18040,Castelnovetto,PV,18,Pavia,3,Lombardia,531
18041,Cava Manara,PV,18,Pavia,3,Lombardia,6698
18042,Cecima,PV,18,Pavia,3,Lombardia,226
18043,Ceranova,PV,18,Pavia,3,Lombardia,2233
18044,Ceretto Lomellina,PV,18,Pavia,3,Lombardia,179
18045,Cergnago,PV,18,Pavia,3,Lombardia,704
18046,Certosa di Pavia,PV,18,Pavia,3,Lombardia,5434
18047,Cervesina,PV,18,Pavia,3,Lombardia,1178
18048,Chignolo Po,PV,18,Pavia,3,Lombardia,3915
18049,Cigognola,PV,18,Pavia,3,Lombardia,1298
18050,Cilavegna,PV,18,Pavia,3,Lombardia,5367
18051,Codevilla,PV,18,Pavia,3,Lombardia,955
18052,Confienza,PV,18,Pavia,3,Lombardia,1573
18053,Copiano,PV,18,Pavia,3,Lombardia,1726
18054,Corana,PV,18,Pavia,3,Lombardia,770
18057,Corvino San Quirico,PV,18,Pavia,3,Lombardia,1019
18058,Costa de' Nobili,PV,18,Pavia,3,Lombardia,391
18059,Cozzo,PV,18,Pavia,3,Lombardia,364
18060,Cura Carpignano,PV,18,Pavia,3,Lombardia,4957
18061,Dorno,PV,18,Pavia,3,Lombardia,4556
18062,Ferrera Erbognone,PV,18,Pavia,3,Lombardia,1091
18063,Filighera,PV,18,Pavia,3,Lombardia,804
18064,Fortunago,PV,18,Pavia,3,Lombardia,356
18065,Frascarolo,PV,18,Pavia,3,Lombardia,1153
18066,Galliavola,PV,18,Pavia,3,Lombardia,179
18067,Gambarana,PV,18,Pavia,3,Lombardia,205
18068,Gambolò,PV,18,Pavia,3,Lombardia,9789
18069,Garlasco,PV,18,Pavia,3,Lombardia,9559
18071,Gerenzago,PV,18,Pavia,3,Lombardia,1397
18072,Giussago,PV,18,Pavia,3,Lombardia,5281
18073,Godiasco Salice Terme,PV,18,Pavia,3,Lombardia,3234
18074,Golferenzo,PV,18,Pavia,3,Lombardia,188
18075,Gravellona Lomellina,PV,18,Pavia,3,Lombardia,2734
18076,Gropello Cairoli,PV,18,Pavia,3,Lombardia,4377
18077,Inverno e Monteleone,PV,18,Pavia,3,Lombardia,1463
18078,Landriano,PV,18,Pavia,3,Lombardia,6363
18079,Langosco,PV,18,Pavia,3,Lombardia,356
18080,Lardirago,PV,18,Pavia,3,Lombardia,1144
18081,Linarolo,PV,18,Pavia,3,Lombardia,2805
18082,Lirio,PV,18,Pavia,3,Lombardia,124
18083,Lomello,PV,18,Pavia,3,Lombardia,2099
18084,Lungavilla,PV,18,Pavia,3,Lombardia,2436
18085,Magherno,PV,18,Pavia,3,Lombardia,1723
18086,Marcignago,PV,18,Pavia,3,Lombardia,2450
18087,Marzano,PV,18,Pavia,3,Lombardia,1637
18088,Mede,PV,18,Pavia,3,Lombardia,6326
18089,Menconico,PV,18,Pavia,3,Lombardia,356
18090,Mezzana Bigli,PV,18,Pavia,3,Lombardia,1048
18091,Mezzana Rabattone,PV,18,Pavia,3,Lombardia,471
18092,Mezzanino,PV,18,Pavia,3,Lombardia,1346
18093,Miradolo Terme,PV,18,Pavia,3,Lombardia,3761
18094,Montalto Pavese,PV,18,Pavia,3,Lombardia,872
18095,Montebello della Battaglia,PV,18,Pavia,3,Lombardia,1525
18096,Montecalvo Versiggia,PV,18,Pavia,3,Lombardia,516
18097,Montescano,PV,18,Pavia,3,Lombardia,403
18098,Montesegale,PV,18,Pavia,3,Lombardia,271
18099,Monticelli Pavese,PV,18,Pavia,3,Lombardia,680
18100,Montù Beccaria,PV,18,Pavia,3,Lombardia,1645
18101,Mornico Losana,PV,18,Pavia,3,Lombardia,622
18102,Mortara,PV,18,Pavia,3,Lombardia,15266
18103,Nicorvo,PV,18,Pavia,3,Lombardia,284
18104,Olevano di Lomellina,PV,18,Pavia,3,Lombardia,716
18105,Oliva Gessi,PV,18,Pavia,3,Lombardia,165
18106,Ottobiano,PV,18,Pavia,3,Lombardia,1087
18107,Palestro,PV,18,Pavia,3,Lombardia,1843
18108,Pancarana,PV,18,Pavia,3,Lombardia,308
18109,Parona,PV,18,Pavia,3,Lombardia,1912
18110,Pavia,PV,18,Pavia,3,Lombardia,71882
18111,Pietra de' Giorgi,PV,18,Pavia,3,Lombardia,800
18112,Pieve Albignola,PV,18,Pavia,3,Lombardia,865
18113,Pieve del Cairo,PV,18,Pavia,3,Lombardia,1816
18114,Pieve Porto Morone,PV,18,Pavia,3,Lombardia,2634
18115,Pinarolo Po,PV,18,Pavia,3,Lombardia,1711
18116,Pizzale,PV,18,Pavia,3,Lombardia,698
18117,Ponte Nizza,PV,18,Pavia,3,Lombardia,781
18118,Portalbera,PV,18,Pavia,3,Lombardia,1474
18119,Rea,PV,18,Pavia,3,Lombardia,408
18120,Redavalle,PV,18,Pavia,3,Lombardia,1027
18121,Retorbido,PV,18,Pavia,3,Lombardia,1555
18122,Rivanazzano Terme,PV,18,Pavia,3,Lombardia,5257
18123,Robbio,PV,18,Pavia,3,Lombardia,5805
18124,Robecco Pavese,PV,18,Pavia,3,Lombardia,539
18125,Rocca de' Giorgi,PV,18,Pavia,3,Lombardia,81
18126,Rocca Susella,PV,18,Pavia,3,Lombardia,209
18127,Rognano,PV,18,Pavia,3,Lombardia,621
18128,Romagnese,PV,18,Pavia,3,Lombardia,634
18129,Roncaro,PV,18,Pavia,3,Lombardia,1549
18130,Rosasco,PV,18,Pavia,3,Lombardia,555
18131,Rovescala,PV,18,Pavia,3,Lombardia,862
18133,San Cipriano Po,PV,18,Pavia,3,Lombardia,482
18134,San Damiano al Colle,PV,18,Pavia,3,Lombardia,640
18135,San Genesio ed Uniti,PV,18,Pavia,3,Lombardia,3956
18136,San Giorgio di Lomellina,PV,18,Pavia,3,Lombardia,1055
18137,San Martino Siccomario,PV,18,Pavia,3,Lombardia,6359
18138,Sannazzaro de' Burgondi,PV,18,Pavia,3,Lombardia,5251
18139,Santa Cristina e Bissone,PV,18,Pavia,3,Lombardia,1884
18140,Santa Giuletta,PV,18,Pavia,3,Lombardia,1572
18141,Sant'Alessio con Vialone,PV,18,Pavia,3,Lombardia,964
18142,Santa Margherita di Staffora,PV,18,Pavia,3,Lombardia,474
18143,Santa Maria della Versa,PV,18,Pavia,3,Lombardia,2284
18144,Sant'Angelo Lomellina,PV,18,Pavia,3,Lombardia,777
18145,San Zenone al Po,PV,18,Pavia,3,Lombardia,542
18146,Sartirana Lomellina,PV,18,Pavia,3,Lombardia,1532
18147,Scaldasole,PV,18,Pavia,3,Lombardia,878
18148,Semiana,PV,18,Pavia,3,Lombardia,203
18149,Silvano Pietra,PV,18,Pavia,3,Lombardia,657
18150,Siziano,PV,18,Pavia,3,Lombardia,6215
18151,Sommo,PV,18,Pavia,3,Lombardia,1163
18152,Spessa,PV,18,Pavia,3,Lombardia,524
18153,Stradella,PV,18,Pavia,3,Lombardia,11689
18154,Suardi,PV,18,Pavia,3,Lombardia,613
18155,Torrazza Coste,PV,18,Pavia,3,Lombardia,1605
18156,Torre Beretti e Castellaro,PV,18,Pavia,3,Lombardia,544
18157,Torre d'Arese,PV,18,Pavia,3,Lombardia,929
