cod_com,den_com,sigla,cod_prov,den_prov,cod_reg,den_reg,pop
39018,Solarolo,RA,39,Ravenna,8,Emilia-Romagna,4502
40001,Bagno di Romagna,FC,40,Forlì-Cesena,8,Emilia-Romagna,5783
40003,Bertinoro,FC,40,Forlì-Cesena,8,Emilia-Romagna,10993
40004,Borghi,FC,40,Forlì-Cesena,8,Emilia-Romagna,2892
40005,Castrocaro Terme e Terra del Sole,FC,40,Forlì-Cesena,8,Emilia-Romagna,6301
40007,Cesena,FC,40,Forlì-Cesena,8,Emilia-Romagna,97465
40008,Cesenatico,FC,40,Forlì-Cesena,8,Emilia-Romagna,26078
40009,Civitella di Romagna,FC,40,Forlì-Cesena,8,Emilia-Romagna,3686
40011,Dovadola,FC,40,Forlì-Cesena,8,Emilia-Romagna,1569
40012,Forlì,FC,40,Forlì-Cesena,8,Emilia-Romagna,118292
40013,Forlimpopoli,FC,40,Forlì-Cesena,8,Emilia-Romagna,13268
40014,Galeata,FC,40,Forlì-Cesena,8,Emilia-Romagna,2405
40015,Gambettola,FC,40,Forlì-Cesena,8,Emilia-Romagna,10672
40016,Gatteo,FC,40,Forlì-Cesena,8,Emilia-Romagna,9293
40018,Longiano,FC,40,Forlì-Cesena,8,Emilia-Romagna,7188
40019,Meldola,FC,40,Forlì-Cesena,8,Emilia-Romagna,9959
40020,Mercato Saraceno,FC,40,Forlì-Cesena,8,Emilia-Romagna,6945
40022,Modigliana,FC,40,Forlì-Cesena,8,Emilia-Romagna,4422
40028,Montiano,FC,40,Forlì-Cesena,8,Emilia-Romagna,1725
40031,Portico e San Benedetto,FC,40,Forlì-Cesena,8,Emilia-Romagna,732
40032,Predappio,FC,40,Forlì-Cesena,8,Emilia-Romagna,6158
40033,Premilcuore,FC,40,Forlì-Cesena,8,Emilia-Romagna,723
40036,Rocca San Casciano,FC,40,Forlì-Cesena,8,Emilia-Romagna,1807
40037,Roncofreddo,FC,40,Forlì-Cesena,8,Emilia-Romagna,3378
40041,San Mauro Pascoli,FC,40,Forlì-Cesena,8,Emilia-Romagna,12041
40043,Santa Sofia,FC,40,Forlì-Cesena,8,Emilia-Romagna,4094
40044,Sarsina,FC,40,Forlì-Cesena,8,Emilia-Romagna,3386
40045,Savignano sul Rubicone,FC,40,Forlì-Cesena,8,Emilia-Romagna,17925
40046,Sogliano al Rubicone,FC,40,Forlì-Cesena,8,Emilia-Romagna,3175
40049,Tredozio,FC,40,Forlì-Cesena,8,Emilia-Romagna,1159
40050,Verghereto,FC,40,Forlì-Cesena,8,Emilia-Romagna,1792
41001,Acqualagna,PU,41,Pesaro e Urbino,11,Marche,4321
41002,Apecchio,PU,41,Pesaro e Urbino,11,Marche,1784
41005,Belforte all'Isauro,PU,41,Pesaro e Urbino,11,Marche,732
41006,Borgo Pace,PU,41,Pesaro e Urbino,11,Marche,551
41007,Cagli,PU,41,Pesaro e Urbino,11,Marche,8376
41008,Cantiano,PU,41,Pesaro e Urbino,11,Marche,2112
41009,Carpegna,PU,41,Pesaro e Urbino,11,Marche,1644
41010,Cartoceto,PU,41,Pesaro e Urbino,11,Marche,7896
41013,Fano,PU,41,Pesaro e Urbino,11,Marche,60411
41014,Fermignano,PU,41,Pesaro e Urbino,11,Marche,8359
41015,Fossombrone,PU,41,Pesaro e Urbino,11,Marche,9289
41016,Fratte Rosa,PU,41,Pesaro e Urbino,11,Marche,917
41017,Frontino,PU,41,Pesaro e Urbino,11,Marche,287
41018,Frontone,PU,41,Pesaro e Urbino,11,Marche,1237
41019,Gabicce Mare,PU,41,Pesaro e Urbino,11,Marche,5727
41020,Gradara,PU,41,Pesaro e Urbino,11,Marche,4884
41021,Isola del Piano,PU,41,Pesaro e Urbino,11,Marche,554
41022,Lunano,PU,41,Pesaro e Urbino,11,Marche,1474
41023,Macerata Feltria,PU,41,Pesaro e Urbino,11,Marche,1979
41025,Mercatello sul Metauro,PU,41,Pesaro e Urbino,11,Marche,1321
41026,Mercatino Conca,PU,41,Pesaro e Urbino,11,Marche,1016
41027,Mombaroccio,PU,41,Pesaro e Urbino,11,Marche,2081
41028,Mondavio,PU,41,Pesaro e Urbino,11,Marche,3760
41029,Mondolfo,PU,41,Pesaro e Urbino,11,Marche,14345
41030,Montecalvo in Foglia,PU,41,Pesaro e Urbino,11,Marche,2757
41031,Monte Cerignone,PU,41,Pesaro e Urbino,11,Marche,655
41033,Montecopiolo,PU,41,Pesaro e Urbino,11,Marche,1066
41034,Montefelcino,PU,41,Pesaro e Urbino,11,Marche,2540
41035,Monte Grimano Terme,PU,41,Pesaro e Urbino,11,Marche,1086
41036,Montelabbate,PU,41,Pesaro e Urbino,11,Marche,6974
41038,Monte Porzio,PU,41,Pesaro e Urbino,11,Marche,2803
41041,Peglio,PU,41,Pesaro e Urbino,11,Marche,665
41043,Pergola,PU,41,Pesaro e Urbino,11,Marche,6049
41044,Pesaro,PU,41,Pesaro e Urbino,11,Marche,95152
41045,Petriano,PU,41,Pesaro e Urbino,11,Marche,2782
41047,Piandimeleto,PU,41,Pesaro e Urbino,11,Marche,2088
41048,Pietrarubbia,PU,41,Pesaro e Urbino,11,Marche,622
41049,Piobbico,PU,41,Pesaro e Urbino,11,Marche,1879
41051,San Costanzo,PU,41,Pesaro e Urbino,11,Marche,4593
41054,San Lorenzo in Campo,PU,41,Pesaro e Urbino,11,Marche,3254
41057,Sant'Angelo in Vado,PU,41,Pesaro e Urbino,11,Marche,4031
41058,Sant'Ippolito,PU,41,Pesaro e Urbino,11,Marche,1485
41060,Sassofeltrio,PU,41,Pesaro e Urbino,11,Marche,1361
41061,Serra Sant'Abbondio,PU,41,Pesaro e Urbino,11,Marche,961
41064,Tavoleto,PU,41,Pesaro e Urbino,11,Marche,865
41065,Tavullia,PU,41,Pesaro e Urbino,11,Marche,7909
41066,Urbania,PU,41,Pesaro e Urbino,11,Marche,6961
41067,Urbino,PU,41,Pesaro e Urbino,11,Marche,13929
41068,Vallefoglia,PU,41,Pesaro e Urbino,11,Marche,14969
41069,Colli al Metauro,PU,41,Pesaro e Urbino,11,Marche,12261
41070,Terre Roveresche,PU,41,Pesaro e Urbino,11,Marche,5226
41071,Sassocorvaro Auditore,PU,41,Pesaro e Urbino,11,Marche,4883
42001,Agugliano,AN,42,Ancona,11,Marche,4810
42002,Ancona,AN,42,Ancona,11,Marche,99077
42003,Arcevia,AN,42,Ancona,11,Marche,4363
42004,Barbara,AN,42,Ancona,11,Marche,1303
42005,Belvedere Ostrense,AN,42,Ancona,11,Marche,2155
42006,Camerano,AN,42,Ancona,11,Marche,7242
42007,Camerata Picena,AN,42,Ancona,11,Marche,2550
42008,Castelbellino,AN,42,Ancona,11,Marche,5010
42010,Castelfidardo,AN,42,Ancona,11,Marche,18306
42011,Castelleone di Suasa,AN,42,Ancona,11,Marche,1589
42012,Castelplanio,AN,42,Ancona,11,Marche,3525
42013,Cerreto d'Esi,AN,42,Ancona,11,Marche,3528
42014,Chiaravalle,AN,42,Ancona,11,Marche,14735
42015,Corinaldo,AN,42,Ancona,11,Marche,4900
42016,Cupramontana,AN,42,Ancona,11,Marche,4507
42017,Fabriano,AN,42,Ancona,11,Marche,30328
42018,Falconara Marittima,AN,42,Ancona,11,Marche,25780
42019,Filottrano,AN,42,Ancona,11,Marche,9259
42020,Genga,AN,42,Ancona,11,Marche,1701
42021,Jesi,AN,42,Ancona,11,Marche,39579
42022,Loreto,AN,42,Ancona,11,Marche,12900
42023,Maiolati Spontini,AN,42,Ancona,11,Marche,6200
42024,Mergo,AN,42,Ancona,11,Marche,1010
42025,Monsano,AN,42,Ancona,11,Marche,3343
42026,Montecarotto,AN,42,Ancona,11,Marche,1892
42027,Montemarciano,AN,42,Ancona,11,Marche,9864
42029,Monte Roberto,AN,42,Ancona,11,Marche,3076
42030,Monte San Vito,AN,42,Ancona,11,Marche,6876
42031,Morro d'Alba,AN,42,Ancona,11,Marche,1828
42032,Numana,AN,42,Ancona,11,Marche,3777
42033,Offagna,AN,42,Ancona,11,Marche,2036
42034,Osimo,AN,42,Ancona,11,Marche,34847
42035,Ostra,AN,42,Ancona,11,Marche,6543
42036,Ostra Vetere,AN,42,Ancona,11,Marche,3213
42037,Poggio San Marcello,AN,42,Ancona,11,Marche,657
42038,Polverigi,AN,42,Ancona,11,Marche,4625
42040,Rosora,AN,42,Ancona,11,Marche,1932
42041,San Marcello,AN,42,Ancona,11,Marche,2000
42042,San Paolo di Jesi,AN,42,Ancona,11,Marche,916
42043,Santa Maria Nuova,AN,42,Ancona,11,Marche,4130
42044,Sassoferrato,AN,42,Ancona,11,Marche,7013
42045,Senigallia,AN,42,Ancona,11,Marche,44330
42046,Serra de' Conti,AN,42,Ancona,11,Marche,3715
42047,Serra San Quirico,AN,42,Ancona,11,Marche,2660
42048,Sirolo,AN,42,Ancona,11,Marche,4082
42049,Staffolo,AN,42,Ancona,11,Marche,2174
42050,Trecastelli,AN,42,Ancona,11,Marche,7565
43002,Apiro,MC,43,Macerata,11,Marche,2129
43003,Appignano,MC,43,Macerata,11,Marche,4119
43004,Belforte del Chienti,MC,43,Macerata,11,Marche,1821
43005,Bolognola,MC,43,Macerata,11,Marche,143
43006,Caldarola,MC,43,Macerata,11,Marche,1705
43007,Camerino,MC,43,Macerata,11,Marche,6692
43008,Camporotondo di Fiastrone,MC,43,Macerata,11,Marche,515
43009,Castelraimondo,MC,43,Macerata,11,Marche,4442
43010,Castelsantangelo sul Nera,MC,43,Macerata,11,Marche,248
43011,Cessapalombo,MC,43,Macerata,11,Marche,457
43012,Cingoli,MC,43,Macerata,11,Marche,9912
43013,Civitanova Marche,MC,43,Macerata,11,Marche,42167
43014,Colmurano,MC,43,Macerata,11,Marche,1222
43015,Corridonia,MC,43,Macerata,11,Marche,15196
43016,Esanatoglia,MC,43,Macerata,11,Marche,1934
43017,Fiastra,MC,43,Macerata,11,Marche,646
43019,Fiuminata,MC,43,Macerata,11,Marche,1311
43020,Gagliole,MC,43,Macerata,11,Marche,585
43021,Gualdo,MC,43,Macerata,11,Marche,750
43022,Loro Piceno,MC,43,Macerata,11,Marche,2277
43023,Macerata,MC,43,Macerata,11,Marche,41047
43024,Matelica,MC,43,Macerata,11,Marche,9538
43025,Mogliano,MC,43,Macerata,11,Marche,4497
43026,Montecassiano,MC,43,Macerata,11,Marche,6982
43027,Monte Cavallo,MC,43,Macerata,11,Marche,111
43028,Montecosaro,MC,43,Macerata,11,Marche,7323
43029,Montefano,MC,43,Macerata,11,Marche,3408
43030,Montelupone,MC,43,Macerata,11,Marche,3454
43031,Monte San Giusto,MC,43,Macerata,11,Marche,7612
43032,Monte San Martino,MC,43,Macerata,11,Marche,712
43033,Morrovalle,MC,43,Macerata,11,Marche,9968
43034,Muccia,MC,43,Macerata,11,Marche,863
43035,Penna San Giovanni,MC,43,Macerata,11,Marche,988
43036,Petriolo,MC,43,Macerata,11,Marche,1881
43038,Pieve Torina,MC,43,Macerata,11,Marche,1352
43039,Pioraco,MC,43,Macerata,11,Marche,1031
43040,Poggio San Vicino,MC,43,Macerata,11,Marche,232
43041,Pollenza,MC,43,Macerata,11,Marche,6468
43042,Porto Recanati,MC,43,Macerata,11,Marche,11952
43043,Potenza Picena,MC,43,Macerata,11,Marche,15902
43044,Recanati,MC,43,Macerata,11,Marche,21113
43045,Ripe San Ginesio,MC,43,Macerata,11,Marche,840
43046,San Ginesio,MC,43,Macerata,11,Marche,3236
43047,San Severino Marche,MC,43,Macerata,11,Marche,12304
43048,Sant'Angelo in Pontano,MC,43,Macerata,11,Marche,1331
43049,Sarnano,MC,43,Macerata,11,Marche,3108
43050,Sefro,MC,43,Macerata,11,Marche,430
43051,Serrapetrona,MC,43,Macerata,11,Marche,913
43052,Serravalle di Chienti,MC,43,Macerata,11,Marche,1042
43053,Tolentino,MC,43,Macerata,11,Marche,18772
43054,Treia,MC,43,Macerata,11,Marche,9234
43055,Urbisaglia,MC,43,Macerata,11,Marche,2525
43056,Ussita,MC,43,Macerata,11,Marche,395
43057,Visso,MC,43,Macerata,11,Marche,1024
43058,Valfornace,MC,43,Macerata,11,Marche,956
44001,Acquasanta Terme,AP,44,Ascoli Piceno,11,Marche,2646
44002,Acquaviva Picena,AP,44,Ascoli Piceno,11,Marche,3705
44005,Appignano del Tronto,AP,44,Ascoli Piceno,11,Marche,1711
44006,Arquata del Tronto,AP,44,Ascoli Piceno,11,Marche,1061
44007,Ascoli Piceno,AP,44,Ascoli Piceno,11,Marche,47404
44010,Carassai,AP,44,Ascoli Piceno,11,Marche,1004
44011,Castel di Lama,AP,44,Ascoli Piceno,11,Marche,8507
44012,Castignano,AP,44,Ascoli Piceno,11,Marche,2684
44013,Castorano,AP,44,Ascoli Piceno,11,Marche,2300
44014,Colli del Tronto,AP,44,Ascoli Piceno,11,Marche,3673
44015,Comunanza,AP,44,Ascoli Piceno,11,Marche,3010
44016,Cossignano,AP,44,Ascoli Piceno,11,Marche,908
44017,Cupra Marittima,AP,44,Ascoli Piceno,11,Marche,5401
44020,Folignano,AP,44,Ascoli Piceno,11,Marche,9142
44021,Force,AP,44,Ascoli Piceno,11,Marche,1235
44023,Grottammare,AP,44,Ascoli Piceno,11,Marche,16063
44027,Maltignano,AP,44,Ascoli Piceno,11,Marche,2322
44029,Massignano,AP,44,Ascoli Piceno,11,Marche,1641
44031,Monsampolo del Tronto,AP,44,Ascoli Piceno,11,Marche,4555
44032,Montalto delle Marche,AP,44,Ascoli Piceno,11,Marche,1977
44034,Montedinove,AP,44,Ascoli Piceno,11,Marche,507
44036,Montefiore dell'Aso,AP,44,Ascoli Piceno,11,Marche,2001
44038,Montegallo,AP,44,Ascoli Piceno,11,Marche,463
44044,Montemonaco,AP,44,Ascoli Piceno,11,Marche,558
44045,Monteprandone,AP,44,Ascoli Piceno,11,Marche,12837
44054,Offida,AP,44,Ascoli Piceno,11,Marche,4895
44056,Palmiano,AP,44,Ascoli Piceno,11,Marche,171
44063,Ripatransone,AP,44,Ascoli Piceno,11,Marche,4156
44064,Roccafluvione,AP,44,Ascoli Piceno,11,Marche,1959
44065,Rotella,AP,44,Ascoli Piceno,11,Marche,846
44066,San Benedetto del Tronto,AP,44,Ascoli Piceno,11,Marche,47544
44071,Spinetoli,AP,44,Ascoli Piceno,11,Marche,7309
44073,Venarotta,AP,44,Ascoli Piceno,11,Marche,1977
45001,Aulla,MS,45,Massa-Carrara,9,Toscana,10739
45002,Bagnone,MS,45,Massa-Carrara,9,Toscana,1786
45003,Carrara,MS,45,Massa-Carrara,9,Toscana,61314
45004,Casola in Lunigiana,MS,45,Massa-Carrara,9,Toscana,990
45005,Comano,MS,45,Massa-Carrara,9,Toscana,689
45006,Filattiera,MS,45,Massa-Carrara,9,Toscana,2239
45007,Fivizzano,MS,45,Massa-Carrara,9,Toscana,7502
45008,Fosdinovo,MS,45,Massa-Carrara,9,Toscana,4668
45009,Licciana Nardi,MS,45,Massa-Carrara,9,Toscana,4838
45010,Massa,MS,45,Massa-Carrara,9,Toscana,67579
45011,Montignoso,MS,45,Massa-Carrara,9,Toscana,10236
45012,Mulazzo,MS,45,Massa-Carrara,9,Toscana,2309
45013,Podenzana,MS,45,Massa-Carrara,9,Toscana,2123
45014,Pontremoli,MS,45,Massa-Carrara,9,Toscana,7095
45015,Tresana,MS,45,Massa-Carrara,9,Toscana,1920
45016,Villafranca in Lunigiana,MS,45,Massa-Carrara,9,Toscana,4649
45017,Zeri,MS,45,Massa-Carrara,9,Toscana,1009
46001,Altopascio,LU,46,Lucca,9,Toscana,15575
46002,Bagni di Lucca,LU,46,Lucca,9,Toscana,5801
46003,Barga,LU,46,Lucca,9,Toscana,9694
46004,Borgo a Mozzano,LU,46,Lucca,9,Toscana,6974
46005,Camaiore,LU,46,Lucca,9,Toscana,31543
46006,Camporgiano,LU,46,Lucca,9,Toscana,2107
46007,Capannori,LU,46,Lucca,9,Toscana,45497
46008,Careggine,LU,46,Lucca,9,Toscana,533
46009,Castelnuovo di Garfagnana,LU,46,Lucca,9,Toscana,5843
46010,Castiglione di Garfagnana,LU,46,Lucca,9,Toscana,1751
46011,Coreglia Antelminelli,LU,46,Lucca,9,Toscana,5185
46013,Forte dei Marmi,LU,46,Lucca,9,Toscana,7111
46014,Fosciandora,LU,46,Lucca,9,Toscana,564
46015,Gallicano,LU,46,Lucca,9,Toscana,3620
46017,Lucca,LU,46,Lucca,9,Toscana,88734
46018,Massarosa,LU,46,Lucca,9,Toscana,21615
46019,Minucciano,LU,46,Lucca,9,Toscana,1937
46020,Molazzana,LU,46,Lucca,9,Toscana,1040
46021,Montecarlo,LU,46,Lucca,9,Toscana,4400
46022,Pescaglia,LU,46,Lucca,9,Toscana,3389
46023,Piazza al Serchio,LU,46,Lucca,9,Toscana,2248
46024,Pietrasanta,LU,46,Lucca,9,Toscana,22997
46025,Pieve Fosciana,LU,46,Lucca,9,Toscana,2413
46026,Porcari,LU,46,Lucca,9,Toscana,8840
46027,San Romano in Garfagnana,LU,46,Lucca,9,Toscana,1379
46028,Seravezza,LU,46,Lucca,9,Toscana,12774
46030,Stazzema,LU,46,Lucca,9,Toscana,2958
46031,Vagli Sotto,LU,46,Lucca,9,Toscana,885
46033,Viareggio,LU,46,Lucca,9,Toscana,60512
46034,Villa Basilica,LU,46,Lucca,9,Toscana,1546
46035,Villa Collemandina,LU,46,Lucca,9,Toscana,1262
46036,Fabbriche di Vergemoli,LU,46,Lucca,9,Toscana,794
46037,Sillano Giuncugnano,LU,46,Lucca,9,Toscana,1022
47002,Agliana,PT,47,Pistoia,9,Toscana,18100
47003,Buggiano,PT,47,Pistoia,9,Toscana,8857
47005,Lamporecchio,PT,47,Pistoia,9,Toscana,7405
47006,Larciano,PT,47,Pistoia,9,Toscana,6318
47007,Marliana,PT,47,Pistoia,9,Toscana,3122
47008,Massa e Cozzile,PT,47,Pistoia,9,Toscana,7814
47009,Monsummano Terme,PT,47,Pistoia,9,Toscana,21141
47010,Montale,PT,47,Pistoia,9,Toscana,10846
47011,Montecatini-Terme,PT,47,Pistoia,9,Toscana,20001
47012,Pescia,PT,47,Pistoia,9,Toscana,19445
47013,Pieve a Nievole,PT,47,Pistoia,9,Toscana,9165
47014,Pistoia,PT,47,Pistoia,9,Toscana,90908
47016,Ponte Buggianese,PT,47,Pistoia,9,Toscana,8852
47017,Quarrata,PT,47,Pistoia,9,Toscana,26566
47018,Sambuca Pistoiese,PT,47,Pistoia,9,Toscana,1514
47020,Serravalle Pistoiese,PT,47,Pistoia,9,Toscana,11642
47021,Uzzano,PT,47,Pistoia,9,Toscana,5609
47022,Chiesina Uzzanese,PT,47,Pistoia,9,Toscana,4488
47023,Abetone Cutigliano,PT,47,Pistoia,9,Toscana,2037
47024,San Marcello Piteglio,PT,47,Pistoia,9,Toscana,7867
48001,Bagno a Ripoli,FI,48,Firenze,9,Toscana,25556
48002,Barberino di Mugello,FI,48,Firenze,9,Toscana,10828
48004,Borgo San Lorenzo,FI,48,Firenze,9,Toscana,17950
48005,Calenzano,FI,48,Firenze,9,Toscana,18122
48006,Campi Bisenzio,FI,48,Firenze,9,Toscana,46122
48008,Capraia e Limite,FI,48,Firenze,9,Toscana,7856
48010,Castelfiorentino,FI,48,Firenze,9,Toscana,17339
48011,Cerreto Guidi,FI,48,Firenze,9,Toscana,10783
48012,Certaldo,FI,48,Firenze,9,Toscana,15778
48013,Dicomano,FI,48,Firenze,9,Toscana,5541
48014,Empoli,FI,48,Firenze,9,Toscana,48611
48015,Fiesole,FI,48,Firenze,9,Toscana,13945
48017,Firenze,FI,48,Firenze,9,Toscana,366927
48018,Firenzuola,FI,48,Firenze,9,Toscana,4518
48019,Fucecchio,FI,48,Firenze,9,Toscana,23008
48020,Gambassi Terme,FI,48,Firenze,9,Toscana,4812
48021,Greve in Chianti,FI,48,Firenze,9,Toscana,13556
48022,Impruneta,FI,48,Firenze,9,Toscana,14545
48024,Lastra a Signa,FI,48,Firenze,9,Toscana,19582
48025,Londa,FI,48,Firenze,9,Toscana,1873
48026,Marradi,FI,48,Firenze,9,Toscana,3029
48027,Montaione,FI,48,Firenze,9,Toscana,3555
48028,Montelupo Fiorentino,FI,48,Firenze,9,Toscana,14331
48030,Montespertoli,FI,48,Firenze,9,Toscana,13280
48031,Palazzuolo sul Senio,FI,48,Firenze,9,Toscana,1125
48032,Pelago,FI,48,Firenze,9,Toscana,7683
48033,Pontassieve,FI,48,Firenze,9,Toscana,20480
48035,Reggello,FI,48,Firenze,9,Toscana,16618
48036,Rignano sull'Arno,FI,48,Firenze,9,Toscana,8628
48037,Rufina,FI,48,Firenze,9,Toscana,7240
48038,San Casciano in Val di Pesa,FI,48,Firenze,9,Toscana,16827
48039,San Godenzo,FI,48,Firenze,9,Toscana,1098
48041,Scandicci,FI,48,Firenze,9,Toscana,51043
48043,Sesto Fiorentino,FI,48,Firenze,9,Toscana,48964
48044,Signa,FI,48,Firenze,9,Toscana,18569
48046,Vaglia,FI,48,Firenze,9,Toscana,5247
48049,Vicchio,FI,48,Firenze,9,Toscana,8051
48050,Vinci,FI,48,Firenze,9,Toscana,14630
48052,Figline e Incisa Valdarno,FI,48,Firenze,9,Toscana,23569
48053,Scarperia e San Piero,FI,48,Firenze,9,Toscana,12197
48054,Barberino Tavarnelle,FI,48,Firenze,9,Toscana,12101
49001,Bibbona,LI,49,Livorno,9,Toscana,3216
49002,Campiglia Marittima,LI,49,Livorno,9,Toscana,12792
49003,Campo nell'Elba,LI,49,Livorno,9,Toscana,4691
49004,Capoliveri,LI,49,Livorno,9,Toscana,4018
49005,Capraia Isola,LI,49,Livorno,9,Toscana,391
49006,Castagneto Carducci,LI,49,Livorno,9,Toscana,8786
49007,Cecina,LI,49,Livorno,9,Toscana,27892
49008,Collesalvetti,LI,49,Livorno,9,Toscana,16528
49009,Livorno,LI,49,Livorno,9,Toscana,157017
49010,Marciana,LI,49,Livorno,9,Toscana,2118
49011,Marciana Marina,LI,49,Livorno,9,Toscana,1920
49012,Piombino,LI,49,Livorno,9,Toscana,33180
49013,Porto Azzurro,LI,49,Livorno,9,Toscana,3654
49014,Portoferraio,LI,49,Livorno,9,Toscana,11902
49017,Rosignano Marittimo,LI,49,Livorno,9,Toscana,30273
49018,San Vincenzo,LI,49,Livorno,9,Toscana,6636
49019,Sassetta,LI,49,Livorno,9,Toscana,461
49020,Suvereto,LI,49,Livorno,9,Toscana,3038
49021,Rio,LI,49,Livorno,9,Toscana,3364
50001,Bientina,PI,50,Pisa,9,Toscana,8496
50002,Buti,PI,50,Pisa,9,Toscana,5598
50003,Calci,PI,50,Pisa,9,Toscana,6281
50004,Calcinaia,PI,50,Pisa,9,Toscana,12652
50005,Capannoli,PI,50,Pisa,9,Toscana,6382
50006,Casale Marittimo,PI,50,Pisa,9,Toscana,1069
50008,Cascina,PI,50,Pisa,9,Toscana,44765
50009,Castelfranco di Sotto,PI,50,Pisa,9,Toscana,13258
50010,Castellina Marittima,PI,50,Pisa,9,Toscana,1898
50011,Castelnuovo di Val di Cecina,PI,50,Pisa,9,Toscana,2154
50012,Chianni,PI,50,Pisa,9,Toscana,1333
50014,Fauglia,PI,50,Pisa,9,Toscana,3615
50015,Guardistallo,PI,50,Pisa,9,Toscana,1197
50016,Lajatico,PI,50,Pisa,9,Toscana,1300
50019,Montecatini Val di Cecina,PI,50,Pisa,9,Toscana,1661
50020,Montescudaio,PI,50,Pisa,9,Toscana,2110
50021,Monteverdi Marittimo,PI,50,Pisa,9,Toscana,762
50022,Montopoli in Val d'Arno,PI,50,Pisa,9,Toscana,11130
50023,Orciano Pisano,PI,50,Pisa,9,Toscana,620
50024,Palaia,PI,50,Pisa,9,Toscana,4565
50025,Peccioli,PI,50,Pisa,9,Toscana,4717
50026,Pisa,PI,50,Pisa,9,Toscana,90036
50027,Pomarance,PI,50,Pisa,9,Toscana,5577
50028,Ponsacco,PI,50,Pisa,9,Toscana,15489
50029,Pontedera,PI,50,Pisa,9,Toscana,29187
50030,Riparbella,PI,50,Pisa,9,Toscana,1599
50031,San Giuliano Terme,PI,50,Pisa,9,Toscana,30847
50032,San Miniato,PI,50,Pisa,9,Toscana,27693
50033,Santa Croce sull'Arno,PI,50,Pisa,9,Toscana,14424
50034,Santa Luce,PI,50,Pisa,9,Toscana,1613
50035,Santa Maria a Monte,PI,50,Pisa,9,Toscana,13227
50036,Terricciola,PI,50,Pisa,9,Toscana,4486
50037,Vecchiano,PI,50,Pisa,9,Toscana,11969
50038,Vicopisano,PI,50,Pisa,9,Toscana,8647
50039,Volterra,PI,50,Pisa,9,Toscana,9982
50040,Casciana Terme Lari,PI,50,Pisa,9,Toscana,12363
50041,Crespina Lorenzana,PI,50,Pisa,9,Toscana,5420
51001,Anghiari,AR,51,Arezzo,9,Toscana,5484
51002,Arezzo,AR,51,Arezzo,9,Toscana,98259
51003,Badia Tedalda,AR,51,Arezzo,9,Toscana,1035
51004,Bibbiena,AR,51,Arezzo,9,Toscana,11849
51005,Bucine,AR,51,Arezzo,9,Toscana,9877
51006,Capolona,AR,51,Arezzo,9,Toscana,5363
51007,Caprese Michelangelo,AR,51,Arezzo,9,Toscana,1401
51008,Castel Focognano,AR,51,Arezzo,9,Toscana,3014
51010,Castel San Niccolò,AR,51,Arezzo,9,Toscana,2612
51011,Castiglion Fibocchi,AR,51,Arezzo,9,Toscana,2114
51012,Castiglion Fiorentino,AR,51,Arezzo,9,Toscana,13091
51013,Cavriglia,AR,51,Arezzo,9,Toscana,9501
51014,Chitignano,AR,51,Arezzo,9,Toscana,907
51015,Chiusi della Verna,AR,51,Arezzo,9,Toscana,1936
51016,Civitella in Val di Chiana,AR,51,Arezzo,9,Toscana,8925
51017,Cortona,AR,51,Arezzo,9,Toscana,21580
51018,Foiano della Chiana,AR,51,Arezzo,9,Toscana,9364
51020,Loro Ciuffenna,AR,51,Arezzo,9,Toscana,5864
51021,Lucignano,AR,51,Arezzo,9,Toscana,3455
51022,Marciano della Chiana,AR,51,Arezzo,9,Toscana,3403
51023,Montemignaio,AR,51,Arezzo,9,Toscana,535
51024,Monterchi,AR,51,Arezzo,9,Toscana,1721
51025,Monte San Savino,AR,51,Arezzo,9,Toscana,8729
51026,Montevarchi,AR,51,Arezzo,9,Toscana,23890
51027,Ortignano Raggiolo,AR,51,Arezzo,9,Toscana,872
51030,Pieve Santo Stefano,AR,51,Arezzo,9,Toscana,3075
51031,Poppi,AR,51,Arezzo,9,Toscana,6089
51033,San Giovanni Valdarno,AR,51,Arezzo,9,Toscana,16800
51034,Sansepolcro,AR,51,Arezzo,9,Toscana,15521
51035,Sestino,AR,51,Arezzo,9,Toscana,1249
51037,Subbiano,AR,51,Arezzo,9,Toscana,6375
51038,Talla,AR,51,Arezzo,9,Toscana,999
51039,Terranuova Bracciolini,AR,51,Arezzo,9,Toscana,12198
51040,Castelfranco Piandiscò,AR,51,Arezzo,9,Toscana,9922
51041,Pratovecchio Stia,AR,51,Arezzo,9,Toscana,5582
51042,Laterina Pergine Valdarno,AR,51,Arezzo,9,Toscana,6581
52001,Abbadia San Salvatore,SI,52,Siena,9,Toscana,6239
52002,Asciano,SI,52,Siena,9,Toscana,6940
52003,Buonconvento,SI,52,Siena,9,Toscana,3097
52004,Casole d'Elsa,SI,52,Siena,9,Toscana,3785
52005,Castellina in Chianti,SI,52,Siena,9,Toscana,2751
52006,Castelnuovo Berardenga,SI,52,Siena,9,Toscana,8892
52007,Castiglione d'Orcia,SI,52,Siena,9,Toscana,2227
52008,Cetona,SI,52,Siena,9,Toscana,2566
52009,Chianciano Terme,SI,52,Siena,9,Toscana,6932
52010,Chiusdino,SI,52,Siena,9,Toscana,1811
52011,Chiusi,SI,52,Siena,9,Toscana,8303
52012,Colle di Val d'Elsa,SI,52,Siena,9,Toscana,21615
