,cod_com,cod_prov,cod_reg,den_com,den_prov,den_reg,pop,sigla,mean,std,median
3037,23001,23,5,Affi,Verona,Veneto,2365,VR,12.803278711975597,12.791272696153344,6.34499979019165
3038,23002,23,5,Albaredo d'Adige,Verona,Veneto,5226,VR,3.5918597455431773,3.2062588530666534,2.5899999141693115
3039,23003,23,5,Angiari,Verona,Veneto,2316,VR,4.531118381964533,2.9546674222972777,3.2924998998641968
3040,23004,23,5,Arcole,Verona,Veneto,6307,VR,5.952798170780917,4.7496289294264775,4.720000267028809
3041,23005,23,5,Badia Calavena,Verona,Veneto,2597,VR,1.3854807787216628,0.8779625573439684,1.1075000166893005
3042,23006,23,5,Bardolino,Verona,Veneto,7181,VR,3.9716043572559534,5.544622737731883,1.1050000190734863
3043,23007,23,5,Belfiore,Verona,Veneto,3233,VR,4.215308217153157,4.086405699800143,2.6575000286102295
3044,23008,23,5,Bevilacqua,Verona,Veneto,1710,VR,4.026268633443918,4.185734892680712,2.25
3045,23009,23,5,Bonavigo,Verona,Veneto,1966,VR,3.3191499865055083,2.119885958686332,2.6024999618530273
3046,23010,23,5,Boschi Sant'Anna,Verona,Veneto,1378,VR,3.682545425675132,1.986330261438482,2.700000047683716
3047,23011,23,5,Bosco Chiesanuova,Verona,Veneto,3531,VR,1.217880431400693,1.2571280438236334,0.625
3048,23012,23,5,Bovolone,Verona,Veneto,16043,VR,6.131497872026661,5.265836371050117,3.9250001907348633
3049,23013,23,5,Brentino Belluno,Verona,Veneto,1334,VR,1.487297301759591,1.5306135597863069,0.9599999785423279
3050,23014,23,5,Brenzone sul Garda,Verona,Veneto,2460,VR,1.6488644066503493,1.678068657680656,0.8700000047683716
3051,23015,23,5,Bussolengo,Verona,Veneto,20463,VR,12.825035470597287,10.09363062301808,9.305000305175781
3052,23016,23,5,Buttapietra,Verona,Veneto,6950,VR,6.09113865795702,3.9265306145994963,5.244999885559082
3053,23017,23,5,Caldiero,Verona,Veneto,7864,VR,11.585634814368355,9.68598474633691,7.699999809265137
3054,23018,23,5,Caprino Veronese,Verona,Veneto,8576,VR,2.843357925485421,3.51653960328754,1.6549999713897705
3055,23019,23,5,Casaleone,Verona,Veneto,5543,VR,2.7967035506678894,3.1361395732773447,1.5975000262260437
3056,23020,23,5,Castagnaro,Verona,Veneto,3656,VR,2.5160050155529423,2.9087648540265856,1.0449999570846558
3057,23021,23,5,Castel d'Azzano,Verona,Veneto,11947,VR,11.237193124336109,5.569356454509801,10.625
3058,23022,23,5,Castelnuovo del Garda,Verona,Veneto,13287,VR,8.378024960756301,6.883229202024776,6.109999895095825
3059,23023,23,5,Cavaion Veronese,Verona,Veneto,5951,VR,10.30513522431657,7.581653103866738,7.2099997997283936
3060,23024,23,5,Cazzano di Tramigna,Verona,Veneto,1493,VR,2.3769862994755786,1.983861906510082,1.3450000286102295
3061,23025,23,5,Cerea,Verona,Veneto,16679,VR,8.120176295789724,9.985593336539939,3.9149999618530273
3062,23026,23,5,Cerro Veronese,Verona,Veneto,2482,VR,3.039112896688523,1.8083768656480592,2.4250000715255737
3063,23027,23,5,Cologna Veneta,Verona,Veneto,8467,VR,5.354504118773563,6.726667817388625,2.625
3064,23028,23,5,Colognola ai Colli,Verona,Veneto,8578,VR,9.017288208007812,8.68563355547365,5.882499933242798
3065,23029,23,5,Concamarise,Verona,Veneto,1085,VR,3.875416668752829,1.4872044044042785,3.6074999570846558
3066,23030,23,5,Costermano sul Garda,Verona,Veneto,3868,VR,5.3971428163759,3.632070642088876,4.25
3067,23031,23,5,Dolcè,Verona,Veneto,2530,VR,3.3808707983306285,5.527415942489474,1.2325000166893005
3068,23032,23,5,Erbè,Verona,Veneto,1887,VR,3.7354687650998435,3.363471386571297,2.2249999046325684
3069,23033,23,5,Erbezzo,Verona,Veneto,768,VR,1.0784340703880393,0.9552091999594957,0.6449999809265137
3070,23034,23,5,Ferrara di Monte Baldo,Verona,Veneto,249,VR,0.7948993288430591,0.3990658001527225,0.6449999809265137
3071,23035,23,5,Fumane,Verona,Veneto,4106,VR,1.911700510131526,1.7419504516334507,1.100000023841858
3072,23036,23,5,Garda,Verona,Veneto,4073,VR,6.482441852952158,7.923476870288297,2.4250000715255737
3073,23037,23,5,Gazzo Veronese,Verona,Veneto,5250,VR,3.4802821400023554,3.441898571054707,2.315000057220459
3074,23038,23,5,Grezzana,Verona,Veneto,10737,VR,3.601071422014918,3.5240613545667068,2.140000104904175
3075,23039,23,5,Illasi,Verona,Veneto,5153,VR,3.741478854501751,3.2741224896510874,2.6050000190734863
3076,23040,23,5,Isola della Scala,Verona,Veneto,11493,VR,4.3404370184729215,4.5964538625258,2.694999933242798
3077,23041,23,5,Isola Rizza,Verona,Veneto,3226,VR,5.551435672410644,3.898289044231058,3.804999828338623
3078,23042,23,5,Lavagno,Verona,Veneto,8473,VR,6.373860677586326,4.834132086721728,4.630000114440918
3079,23043,23,5,Lazise,Verona,Veneto,6954,VR,4.401114196498414,4.914571888464373,1.8700000047683716
3080,23044,23,5,Legnago,Verona,Veneto,25230,VR,6.807957110098199,9.463346732933237,3.0500001907348633
3081,23045,23,5,Malcesine,Verona,Veneto,3662,VR,1.4557594964775857,1.737878840556368,0.800000011920929
3082,23046,23,5,Marano di Valpolicella,Verona,Veneto,3149,VR,3.0416054944379614,2.8508618274516238,1.9199999570846558
3083,23047,23,5,Mezzane di Sotto,Verona,Veneto,2536,VR,1.9965178562062127,0.923875482398209,1.7524999976158142
3084,23048,23,5,Minerbe,Verona,Veneto,4553,VR,4.147573977532471,3.720934602641092,2.8550000190734863
3085,23049,23,5,Montecchia di Crosara,Verona,Veneto,4308,VR,3.56762293030004,3.3920291537515204,2.149999976158142
3086,23050,23,5,Monteforte d'Alpone,Verona,Veneto,8947,VR,5.1232203103728216,4.663194133469676,3.072499990463257
3087,23051,23,5,Mozzecane,Verona,Veneto,7893,VR,7.054710086705028,7.614242384382523,3.619999885559082
3088,23052,23,5,Negrar di Valpolicella,Verona,Veneto,16850,VR,4.223070177069881,4.295700367893738,2.559999942779541
3089,23053,23,5,Nogara,Verona,Veneto,8442,VR,5.926995393879917,6.545932259081594,3.1575000286102295
3090,23054,23,5,Nogarole Rocca,Verona,Veneto,3697,VR,7.38406978304996,7.922700519896448,3.6249998807907104
3091,23055,23,5,Oppeano,Verona,Veneto,10129,VR,8.173403824751194,6.763524692811549,5.434999942779541
3092,23056,23,5,Palù,Verona,Veneto,1236,VR,3.020499987900257,1.6397252961937587,2.2774999141693115
3093,23057,23,5,Pastrengo,Verona,Veneto,3144,VR,8.31596153974533,4.611678932927776,7.25
3094,23058,23,5,Pescantina,Verona,Veneto,17222,VR,9.671061916688902,5.042752731648818,8.680000305175781
3095,23059,23,5,Peschiera del Garda,Verona,Veneto,10832,VR,13.182749969959259,8.410626047510622,10.614999771118164
3096,23060,23,5,Povegliano Veronese,Verona,Veneto,7243,VR,6.349528277820012,5.4231238464407445,4.367499828338623
3097,23061,23,5,Pressana,Verona,Veneto,2510,VR,3.0981683152737003,2.454580043002851,2.2100000381469727
3098,23062,23,5,Rivoli Veronese,Verona,Veneto,2197,VR,6.123543684922375,6.886838699738214,3.634999990463257
3099,23063,23,5,Roncà,Verona,Veneto,3767,VR,2.8122330116994174,1.918409622488494,2.0299999713897705
3100,23064,23,5,Ronco all'Adige,Verona,Veneto,5891,VR,3.2961776685123603,2.6885827876420083,2.305000066757202
3101,23065,23,5,Roverchiara,Verona,Veneto,2600,VR,3.8572476938230182,1.9636652831548098,3.2649998664855957
3102,23066,23,5,Roveredo di Guà,Verona,Veneto,1588,VR,3.2294827802427886,2.3073626306960806,2.259999990463257
3103,23067,23,5,Roverè Veronese,Verona,Veneto,2083,VR,1.5101869175924318,1.1696013289191747,1.1424999833106995
3104,23068,23,5,Salizzole,Verona,Veneto,3819,VR,3.7260233916734395,3.1080558284742157,2.490000009536743
3105,23069,23,5,San Bonifacio,Verona,Veneto,20814,VR,11.386787573290613,10.792729278652073,7.349999904632568
3106,23070,23,5,San Giovanni Ilarione,Verona,Veneto,4978,VR,2.2965972216592894,2.3992525329972856,1.3924999833106995
3107,23071,23,5,San Giovanni Lupatoto,Verona,Veneto,25003,VR,20.17689186817891,16.026405744715035,14.524999618530273
3108,23072,23,5,Sanguinetto,Verona,Veneto,4108,VR,5.266458266311222,3.968249253156819,3.3174999952316284
3109,23073,23,5,San Martino Buon Albergo,Verona,Veneto,15744,VR,12.06362072705048,13.853704180232334,5.335000038146973
3110,23074,23,5,San Mauro di Saline,Verona,Veneto,571,VR,1.1292857234440152,0.3355342421683928,1.024999976158142
3111,23075,23,5,San Pietro di Morubio,Verona,Veneto,3011,VR,5.637555562125312,3.667646783467413,3.972499966621399
3112,23076,23,5,San Pietro in Cariano,Verona,Veneto,12694,VR,9.550126093776287,4.584075935982012,8.600000381469727
3113,23077,23,5,Sant'Ambrogio di Valpolicella,Verona,Veneto,11948,VR,7.942744371586276,7.911932071309552,4.65500020980835
3114,23078,23,5,Sant'Anna d'Alfaedo,Verona,Veneto,2539,VR,1.61289157063128,1.0802723971290222,1.2300000190734863
3115,23079,23,5,San Zeno di Montagna,Verona,Veneto,1388,VR,2.0564545317129657,2.2738217925549984,1.0550000667572021
3116,23080,23,5,Selva di Progno,Verona,Veneto,891,VR,0.7461538451094912,0.2588604090124468,0.699999988079071
3117,23081,23,5,Soave,Verona,Veneto,7074,VR,7.554069786108742,10.298727087217323,2.684999942779541
3118,23082,23,5,Sommacampagna,Verona,Veneto,14797,VR,9.151666611558777,9.929957359482776,5.465000152587891
3119,23083,23,5,Sona,Verona,Veneto,17665,VR,7.244936183665661,6.963963422629274,4.570000171661377
3120,23084,23,5,Sorgà,Verona,Veneto,2994,VR,2.890502784505237,2.975080488035661,1.9700000286102295
3121,23085,23,5,Terrazzo,Verona,Veneto,2131,VR,2.423686434656887,1.2489552448526542,1.9725000262260437
3122,23086,23,5,Torri del Benaco,Verona,Veneto,3030,VR,2.299393945571148,3.013078686719376,0.9900000095367432
3123,23087,23,5,Tregnago,Verona,Veneto,4911,VR,2.1810514024484937,2.4627320603553136,1.3100000023841858
3124,23088,23,5,Trevenzuolo,Verona,Veneto,2752,VR,3.7425658098961176,3.3359274390728744,2.440000057220459
3125,23089,23,5,Valeggio sul Mincio,Verona,Veneto,15622,VR,5.386855965836227,7.116287468789736,2.7899999618530273
3126,23090,23,5,Velo Veronese,Verona,Veneto,758,VR,1.1819907321974084,0.7653850701746454,0.9825000166893005
3127,23091,23,5,Verona,Verona,Veneto,259087,VR,19.607982141045586,20.548562105375538,10.970000267028809
3128,23092,23,5,Veronella,Verona,Veneto,5062,VR,5.2413717117984735,4.497191538155903,3.244999885559082
3129,23093,23,5,Vestenanova,Verona,Veneto,2551,VR,1.4384892128354354,0.9734877040436023,1.159999966621399
3130,23094,23,5,Vigasio,Verona,Veneto,10259,VR,5.821818181736902,4.906569742225271,3.7699999809265137
3131,23095,23,5,Villa Bartolomea,Verona,Veneto,5808,VR,2.615266667207082,3.3279928383734134,1.0850000381469727
3132,23096,23,5,Villafranca di Verona,Verona,Veneto,33579,VR,9.971215359247648,10.953820045157855,5.440000057220459
3133,23097,23,5,Zevio,Verona,Veneto,15207,VR,8.062825381566608,7.468822368972153,5.010000228881836
3134,23098,23,5,Zimella,Verona,Veneto,4803,VR,5.325756296390245,3.4957833550378874,4.345000267028809
3135,24001,24,5,Agugliaro,Vicenza,Veneto,1387,VI,4.411529395159553,4.784449906887903,2.4650001525878906
3136,24002,24,5,Albettone,Vicenza,Veneto,2010,VI,3.1743534628687233,2.828484866817081,2.309999942779541
3137,24003,24,5,Alonte,Vicenza,Veneto,1594,VI,6.0731746185393565,5.449122904743085,3.7849998474121094
3138,24004,24,5,Altavilla Vicentina,Vicenza,Veneto,11886,VI,15.89532609867013,13.234545488915135,12.964999675750732
3139,24005,24,5,Altissimo,Vicenza,Veneto,2148,VI,2.059593005235805,1.1572448898351142,1.7325000166893005
3140,24006,24,5,Arcugnano,Vicenza,Veneto,7747,VI,3.4226068334701734,3.8604359147181957,2.1875
3141,24007,24,5,Arsiero,Vicenza,Veneto,3084,VI,1.3746874959518511,2.7370684345207024,0.5674999952316284
3142,24008,24,5,Arzignano,Vicenza,Veneto,25322,VI,9.40622450198446,9.38495082716184,5.072499990463257
3143,24009,24,5,Asiago,Vicenza,Veneto,6444,VI,1.316562836907732,3.2369542820548287,0.47999998927116394
3144,24010,24,5,Asigliano Veneto,Vicenza,Veneto,880,VI,3.5545651783113894,1.8940475062069257,3.1274999380111694
3145,24012,24,5,Bassano del Grappa,Vicenza,Veneto,42773,VI,10.874720111044486,10.447715691297983,7.829999923706055
3146,24013,24,5,Bolzano Vicentino,Vicenza,Veneto,6381,VI,7.7339315801604185,5.600792359018927,6.019999980926514
3147,24014,24,5,Breganze,Vicenza,Veneto,8580,VI,6.5537179545459585,5.799960355847483,3.694999933242798
3148,24015,24,5,Brendola,Vicenza,Veneto,6597,VI,7.303581543848024,7.7464830653016215,3.8499999046325684
3149,24016,24,5,Bressanvido,Vicenza,Veneto,3197,VI,4.6737777445051405,2.417520707649169,4.045000076293945
3150,24017,24,5,Brogliano,Vicenza,Veneto,4009,VI,4.393913018530694,4.928451443233624,2.299999952316284
3151,24018,24,5,Caldogno,Vicenza,Veneto,11262,VI,10.004438236858068,5.29755650791192,8.520000457763672
3152,24019,24,5,Caltrano,Vicenza,Veneto,2490,VI,2.0711538415688735,2.3793578001185796,0.8824999928474426
3153,24020,24,5,Calvene,Vicenza,Veneto,1332,VI,1.253970585325185,0.872369375564568,0.8600000143051147
3154,24021,24,5,Camisano Vicentino,Vicenza,Veneto,11190,VI,6.309705909560709,5.812426100047956,3.727500081062317
3155,24022,24,5,Campiglia dei Berici,Vicenza,Veneto,1682,VI,3.592741935483871,1.9797565589024495,2.867500066757202
3156,24024,24,5,Carrè,Vicenza,Veneto,3576,VI,8.508673512205785,6.186663449517034,7.114999771118164
3157,24025,24,5,Cartigliano,Vicenza,Veneto,3794,VI,8.134285767873129,3.6360271023319273,7.300000190734863
3158,24026,24,5,Cassola,Vicenza,Veneto,14827,VI,16.160763694180382,8.228850313474924,14.78249979019165
3159,24027,24,5,Castegnero,Vicenza,Veneto,2887,VI,5.427076897254357,4.561202803192832,3.819999933242798
3160,24028,24,5,Castelgomberto,Vicenza,Veneto,6124,VI,6.525876310682788,5.455721297623192,3.5799999237060547
3161,24029,24,5,Chiampo,Vicenza,Veneto,12629,VI,5.502054299495017,5.5814186753340085,3.0999999046325684
3162,24030,24,5,Chiuppano,Vicenza,Veneto,2496,VI,7.633846127069914,5.951930237580345,5.032500267028809
3163,24032,24,5,Cogollo del Cengio,Vicenza,Veneto,3125,VI,1.9748113242522725,2.442133330327542,0.8700000047683716
3164,24034,24,5,Cornedo Vicentino,Vicenza,Veneto,11892,VI,6.697592606367889,5.912688605450178,4.125
3165,24035,24,5,Costabissara,Vicenza,Veneto,7672,VI,9.826973657859,6.71468796052182,7.447499990463257
3166,24036,24,5,Creazzo,Vicenza,Veneto,11253,VI,14.25641661087672,11.453934443323371,10.627500057220459
3167,24037,24,5,Crespadoro,Vicenza,Veneto,1300,VI,0.8707183890644161,0.45943578114746264,0.699999988079071
3168,24038,24,5,Dueville,Vicenza,Veneto,13896,VI,10.855178539242063,8.12543342787859,7.2250001430511475
3169,24039,24,5,Enego,Vicenza,Veneto,1583,VI,1.0436348720992867,1.594516114816227,0.49000000953674316
3170,24040,24,5,Fara Vicentino,Vicenza,Veneto,3689,VI,3.844408619788385,2.392625427264701,2.7750000953674316
3171,24041,24,5,Foza,Vicenza,Veneto,682,VI,0.7345073870543776,0.5126551248286471,0.5649999976158142
3172,24042,24,5,Gallio,Vicenza,Veneto,2396,VI,1.6417399235479124,2.3625544062319315,0.7899999618530273
3173,24043,24,5,Gambellara,Vicenza,Veneto,3389,VI,6.3617532423564365,5.5765853080369485,4.369999885559082
3174,24044,24,5,Gambugliano,Vicenza,Veneto,838,VI,2.9672727368094702,1.0428846768638482,2.7975000143051147
3175,24046,24,5,Grisignano di Zocco,Vicenza,Veneto,4284,VI,8.580050449178676,9.21259361768078,4.800000190734863
3176,24047,24,5,Grumolo delle Abbadesse,Vicenza,Veneto,3747,VI,6.736337240352187,4.2516758642140395,4.977499961853027
3177,24048,24,5,Isola Vicentina,Vicenza,Veneto,10214,VI,5.994772674975457,5.212930778634468,3.6774998903274536
3178,24049,24,5,Laghi,Vicenza,Veneto,127,VI,0.5850769214905225,0.24393094552621036,0.49000000953674316
3179,24050,24,5,Lastebasse,Vicenza,Veneto,192,VI,0.7881730763384929,0.6815723948724819,0.5299999713897705
3180,24051,24,5,Longare,Vicenza,Veneto,5568,VI,4.882192313671112,3.1734483391334503,3.59499990940094
3181,24052,24,5,Lonigo,Vicenza,Veneto,15934,VI,5.4204243606306965,5.20374555948317,3.059999942779541
3182,24053,24,5,Lugo di Vicenza,Vicenza,Veneto,3631,VI,2.570294098994311,3.0077752987860915,1.5099999904632568
3183,24055,24,5,Malo,Vicenza,Veneto,14678,VI,6.29428977180611,4.832409512430719,4.812499761581421
3184,24056,24,5,Marano Vicentino,Vicenza,Veneto,9510,VI,8.985000009122102,4.693071969540891,7.710000038146973
3185,24057,24,5,Marostica,Vicenza,Veneto,14112,VI,4.422748806352299,4.429088125583502,2.2150001525878906
3186,24060,24,5,Montebello Vicentino,Vicenza,Veneto,6446,VI,9.313960034370423,6.876591144811483,6.614999771118164
3187,24061,24,5,Montecchio Maggiore,Vicenza,Veneto,23006,VI,11.983808030915815,10.135291214144512,7.557499885559082
3188,24062,24,5,Montecchio Precalcino,Vicenza,Veneto,5024,VI,6.156566255063896,2.109968995821808,5.710000038146973
3189,24063,24,5,Monte di Malo,Vicenza,Veneto,2794,VI,2.309021743311398,1.6958726563956341,1.8000000715255737
3190,24064,24,5,Montegalda,Vicenza,Veneto,3393,VI,4.087121190446796,3.158000112142749,2.75
3191,24065,24,5,Montegaldella,Vicenza,Veneto,1801,VI,4.928767109570438,3.8158331316682297,3.5399999618530273
3192,24066,24,5,Monteviale,Vicenza,Veneto,2865,VI,5.31609998703003,2.551325807979232,4.494999885559082
3193,24067,24,5,Monticello Conte Otto,Vicenza,Veneto,8863,VI,9.925862024570334,4.937235691369062,9.179999828338623
3194,24068,24,5,Montorso Vicentino,Vicenza,Veneto,3030,VI,8.705833313365778,6.294866956174129,6.890000104904175
3195,24070,24,5,Mussolente,Vicenza,Veneto,7598,VI,7.9914881104514714,3.771217875446712,7.427500009536743
3196,24071,24,5,Nanto,Vicenza,Veneto,3108,VI,3.5368674691901147,2.915544891215592,2.6500000953674316
3197,24072,24,5,Nogarole Vicentino,Vicenza,Veneto,1207,VI,1.8844545537775212,0.9104443101906954,1.5049999952316284
3198,24073,24,5,Nove,Vicenza,Veneto,4940,VI,6.515510126036041,3.3882716191643625,5.654999732971191
3199,24074,24,5,Noventa Vicentina,Vicenza,Veneto,8977,VI,7.1448373746096605,5.641543500926737,4.835000038146973
3200,24075,24,5,Orgiano,Vicenza,Veneto,3050,VI,4.875931392697727,3.2099974437834686,3.6000001430511475
3201,24076,24,5,Pedemonte,Vicenza,Veneto,728,VI,1.269637682299683,0.9162535384319607,0.9449999928474426
3202,24077,24,5,Pianezze,Vicenza,Veneto,2170,VI,9.159354848246421,5.417977425146619,8.095000267028809
3203,24078,24,5,Piovene Rocchette,Vicenza,Veneto,8219,VI,4.53971426486969,3.2663000902419745,4.639999866485596
3204,24079,24,5,Pojana Maggiore,Vicenza,Veneto,4263,VI,3.9678353674528077,4.150181513569319,2.194999933242798
3205,24080,24,5,Posina,Vicenza,Veneto,557,VI,0.6789634117508322,0.40278659220595797,0.5600000023841858
3206,24081,24,5,Pove del Grappa,Vicenza,Veneto,3088,VI,4.5285344894590045,5.1611895737071976,1.1899999380111694
3207,24082,24,5,Pozzoleone,Vicenza,Veneto,2789,VI,4.376212109218944,2.1514818725606895,3.642500162124634
3208,24083,24,5,Quinto Vicentino,Vicenza,Veneto,5756,VI,5.4036458022892475,3.066894133536718,4.69249963760376
3209,24084,24,5,Recoaro Terme,Vicenza,Veneto,6217,VI,0.837434400361759,0.6596311483039069,0.625
3210,24085,24,5,Roana,Vicenza,Veneto,4246,VI,1.6394444486167696,2.0380082208086088,0.70250004529953
3211,24086,24,5,Romano d'Ezzelino,Vicenza,Veneto,14257,VI,9.979240062236785,7.55991050051099,9.270000457763672
3212,24087,24,5,Rosà,Vicenza,Veneto,14517,VI,10.422210137049357,5.424462520005702,8.855000495910645
3213,24088,24,5,Rossano Veneto,Vicenza,Veneto,8142,VI,11.234016395006023,3.80557057296961,11.135000228881836
3214,24089,24,5,Rotzo,Vicenza,Veneto,657,VI,0.9571951229761286,0.978308991842311,0.5049999952316284
3215,24090,24,5,Salcedo,Vicenza,Veneto,1022,VI,2.2804166674613953,1.0619671195414728,1.8650000095367432
3216,24091,24,5,Sandrigo,Vicenza,Veneto,8274,VI,6.011920729061452,5.1867220930169,3.7874999046325684
3217,24094,24,5,San Pietro Mussolino,Vicenza,Veneto,1587,VI,5.7238094579605825,2.941802481809437,5.230000019073486
3218,24095,24,5,Santorso,Vicenza,Veneto,5656,VI,7.0916234100019775,6.5288351277188195,4.345000267028809
3219,24096,24,5,San Vito di Leguzzano,Vicenza,Veneto,3625,VI,6.843333376778497,3.834170994406451,6.2250001430511475
3220,24097,24,5,Sarcedo,Vicenza,Veneto,5317,VI,7.1216250389814375,2.809460318081162,7.340000152587891
3221,24098,24,5,Sarego,Vicenza,Veneto,6666,VI,5.638741037828459,4.451105447048782,3.7750000953674316
3222,24099,24,5,Schiavon,Vicenza,Veneto,2648,VI,4.527313415683917,3.0026696491330807,2.994999885559082
3223,24100,24,5,Schio,Vicenza,Veneto,38971,VI,6.493451449032531,8.096757586425076,2.0850000381469727
3224,24101,24,5,Solagna,Vicenza,Veneto,1854,VI,2.1021839058262177,2.2632512235688154,0.9149999618530273
3225,24102,24,5,Sossano,Vicenza,Veneto,4238,VI,4.953416655460994,5.593477710069967,2.6675000190734863
3226,24103,24,5,Sovizzo,Vicenza,Veneto,7517,VI,5.917055609491136,5.4405838414993735,3.3899998664855957
3227,24104,24,5,Tezze sul Brenta,Vicenza,Veneto,12801,VI,10.001310721184444,4.82168026398454,9.079999923706055
3228,24105,24,5,Thiene,Vicenza,Veneto,23837,VI,15.074776692049843,9.470290081824876,12.742500305175781
3229,24106,24,5,Tonezza del Cimone,Vicenza,Veneto,520,VI,1.3094444282260942,1.3644856102448037,0.625
3230,24107,24,5,Torrebelvicino,Vicenza,Veneto,5863,VI,2.620785116164152,3.4005873823400155,1.2049999237060547
3231,24108,24,5,Torri di Quartesolo,Vicenza,Veneto,11683,VI,11.46611602817263,11.178842101963792,7.110000133514404
3232,24110,24,5,Trissino,Vicenza,Veneto,8711,VI,5.740873041607085,7.205496202116253,2.694999933242798
3233,24111,24,5,Valdagno,Vicenza,Veneto,25563,VI,3.679772714634875,4.619246094749677,1.7799999713897705
3234,24112,24,5,Valdastico,Vicenza,Veneto,1246,VI,1.5190671662341302,1.354972094353188,1.0299999713897705
3235,24113,24,5,Valli del Pasubio,Vicenza,Veneto,3060,VI,0.9168421056186944,0.7638691076709689,0.6549999713897705
3236,24115,24,5,Velo d'Astico,Vicenza,Veneto,2278,VI,2.7692913380194835,4.098455693449201,0.9550000429153442
3237,24116,24,5,Vicenza,Vicenza,Veneto,109855,VI,19.77596564610117,15.764884485873768,13.102499961853027
3238,24117,24,5,Villaga,Vicenza,Veneto,1909,VI,2.113872188374512,1.0490252589272266,1.715000033378601
3239,24118,24,5,Villaverla,Vicenza,Veneto,6121,VI,8.279999989729662,7.030524121330747,5.140000343322754
3240,24119,24,5,Zanè,Vicenza,Veneto,6632,VI,13.90860469951186,6.317822300811128,13.96500015258789
3241,24120,24,5,Zermeghedo,Vicenza,Veneto,1371,VI,12.007749986648559,6.884892318956404,11.867500305175781
3242,24121,24,5,Zovencedo,Vicenza,Veneto,785,VI,1.7644545446742665,0.5524076795290855,1.684999942779541
3243,24122,24,5,Zugliano,Vicenza,Veneto,6828,VI,6.649679517134642,3.6449990933233662,6.462500095367432
3244,24123,24,5,Val Liona,Vicenza,Veneto,3057,VI,2.539716973994513,1.3050799395775623,2.049999952316284
3245,24124,24,5,Barbarano Mossano,Vicenza,Veneto,6354,VI,3.2672631652731643,2.4366664697528884,2.2849998474121094
3246,24125,24,5,Valbrenta,Vicenza,Veneto,5031,VI,1.308542433535041,1.3113782153635984,0.7749999761581421
3247,24126,24,5,Colceresa,Vicenza,Veneto,5986,VI,5.123288297438407,3.5597005144659803,4.045000076293945
3248,24127,24,5,Lusiana Conco,Vicenza,Veneto,4683,VI,1.4860458478203475,1.0798646801776945,1.1799999475479126
3249,25001,25,5,Agordo,Belluno,Veneto,4093,BL,3.1258148140377466,5.324477423696142,0.5850000381469727
3250,25002,25,5,Alano di Piave,Belluno,Veneto,2737,BL,1.0548309120866988,1.159875713204113,0.6000000238418579
3251,25003,25,5,Alleghe,Belluno,Veneto,1168,BL,1.2690285616261618,1.4453065480003686,0.625
3252,25004,25,5,Arsiè,Belluno,Veneto,2229,BL,0.899650537118476,0.7600047056866928,0.625
3253,25005,25,5,Auronzo di Cadore,Belluno,Veneto,3242,BL,0.5997523558355352,0.853752785548108,0.4050000011920929
3254,25006,25,5,Belluno,Belluno,Veneto,35675,BL,2.403221835587786,3.629299367478604,1.1949999928474426
3255,25007,25,5,Borca di Cadore,Belluno,Veneto,823,BL,0.9974013149346176,1.2715793912881412,0.4749999940395355
3256,25008,25,5,Calalzo di Cadore,Belluno,Veneto,1919,BL,0.8345866054296494,1.9801021423397593,0.39500001072883606
3257,25010,25,5,Cencenighe Agordino,Belluno,Veneto,1239,BL,1.4037962842870642,1.5244427867092494,0.7749999761581421
3258,25011,25,5,Cesiomaggiore,Belluno,Veneto,3918,BL,0.787778943149667,0.8149994817859092,0.44999998807907104
3259,25012,25,5,Chies d'Alpago,Belluno,Veneto,1302,BL,0.8871183187224483,0.8340545224895186,0.5274999737739563
3260,25013,25,5,Cibiana di Cadore,Belluno,Veneto,380,BL,0.6415983616817192,0.49916621699943403,0.4350000023841858
3261,25014,25,5,Colle Santa Lucia,Belluno,Veneto,352,BL,0.993944443265597,0.9943757372344335,0.5674999952316284
3262,25015,25,5,Comelico Superiore,Belluno,Veneto,2115,BL,0.6123830954805553,0.8025793475961187,0.4050000011920929
3263,25016,25,5,Cortina d'Ampezzo,Belluno,Veneto,5736,BL,0.9322323833660382,2.446440346672683,0.4350000023841858
3264,25017,25,5,Danta di Cadore,Belluno,Veneto,449,BL,1.6309574366884028,1.9430146555430576,0.5199999809265137
3265,25018,25,5,Domegge di Cadore,Belluno,Veneto,2316,BL,1.4108916025061708,2.2297859162829883,0.5699999928474426
3266,25019,25,5,Falcade,Belluno,Veneto,1844,BL,1.1769508196682226,1.835369988552375,0.46000000834465027
3267,25021,25,5,Feltre,Belluno,Veneto,20451,BL,2.42443575642796,3.690017188381227,1.0725000500679016
3268,25022,25,5,Fonzaso,Belluno,Veneto,3134,BL,2.4236249910667538,2.8180097551696495,1.0399999618530273
3269,25023,25,5,Canale d'Agordo,Belluno,Veneto,1096,BL,0.7211895903025418,0.7096604362077359,0.4699999988079071
3270,25025,25,5,Gosaldo,Belluno,Veneto,565,BL,0.6727757994814699,0.6057254578564998,0.4749999940395355
3271,25026,25,5,Lamon,Belluno,Veneto,2800,BL,0.7309936851921142,0.9417276261087274,0.4750000238418579
3272,25027,25,5,La Valle Agordina,Belluno,Veneto,1070,BL,0.7917437622343518,0.8345632736008971,0.49000000953674316
3273,25029,25,5,Limana,Belluno,Veneto,5344,BL,1.989333326816559,2.264438262850651,1.024999976158142
